i,item,reason
1377,KR6593320551,missing_explicit_survival_coupon
1378,KR6533346559,missing_explicit_survival_coupon
1379,KR6533344554,payment_lag_not_identifiable_from_maturity
1380,KR6543310553,nonpositive_annual_coupon
1381,KR6533348555,missing_explicit_survival_coupon
1382,KR6543309555,nonpositive_annual_coupon
1383,KR6533354553,missing_explicit_survival_coupon
1384,KR6513373557,missing_explicit_survival_coupon
1385,KR6543308557,nonpositive_annual_coupon
1386,KR6703330557,payment_lag_not_identifiable_from_maturity
1390,KR6573320555,missing_explicit_survival_coupon
1395,KR6543303558,nonpositive_annual_coupon
1397,KR6583307550,payment_lag_not_identifiable_from_maturity
1398,KR6583308558,payment_lag_not_identifiable_from_maturity
1400,KR6583303559,payment_lag_not_identifiable_from_maturity
1401,KR6733303558,payment_lag_not_identifiable_from_maturity
1402,KR6583306552,payment_lag_not_identifiable_from_maturity
1403,KR65133A2552,unsupported_ki_window
1404,KR6583302551,payment_lag_not_identifiable_from_maturity
1407,KR6703348559,payment_lag_not_identifiable_from_maturity
1410,KR6583311552,missing_explicit_survival_coupon
1413,KR6523345553,missing_explicit_survival_coupon
1415,KR6533323558,extra_formula_or_level_PMT_1_FRML
1417,KR6593325550,missing_explicit_survival_coupon
1421,KR6703313553,payment_lag_not_identifiable_from_maturity
1422,KR6503329551,unsupported_ki_window
1428,KR6513355554,unsupported_ki_window
1431,KR6593327556,missing_explicit_survival_coupon
1433,KR6593324553,missing_explicit_survival_coupon
1436,KR6593331558,monthly_evaluation_outside_life
1443,KR6533378552,payment_lag_not_identifiable_from_maturity
1447,KR6513356552,unsupported_ki_window
1459,KR6583344553,payment_lag_not_identifiable_from_maturity
1462,KR6533397552,payment_lag_not_identifiable_from_maturity
1466,KR6593363551,missing_explicit_survival_coupon
1467,KR6703373557,payment_lag_not_identifiable_from_maturity
1470,KR6573379551,missing_explicit_survival_coupon
1477,KR65233AE558,missing_explicit_survival_coupon
1478,KR6703377558,payment_lag_not_identifiable_from_maturity
1488,KR6593362553,monthly_evaluation_outside_life
1489,KR65233AJ557,missing_explicit_survival_coupon
1490,KR65233AG553,missing_explicit_survival_coupon
1491,KR6503312557,unsupported_ki_window
1492,KR6703379554,payment_lag_not_identifiable_from_maturity
1497,KR6593372552,missing_explicit_survival_coupon
1499,KR6503387559,unsupported_ki_window
1501,KR6593356555,missing_explicit_survival_coupon
1504,KR6543329553,nonpositive_annual_coupon
1510,KR6523383554,missing_explicit_survival_coupon
1511,KR6593376553,missing_explicit_survival_coupon
1513,KR6503313555,unsupported_ki_window
1515,KR6593358551,missing_explicit_survival_coupon
1516,KR6593357553,missing_explicit_survival_coupon
1517,KR6503399554,unsupported_ki_window
1518,KR6533377554,extra_formula_or_level_PMT_1_FRML
1519,KR6593360557,missing_explicit_survival_coupon
1520,KR65333AZ551,missing_explicit_survival_coupon
1521,KR6583329554,payment_lag_not_identifiable_from_maturity
1522,KR6583340551,missing_explicit_survival_coupon
1523,KR6583335551,payment_lag_not_identifiable_from_maturity
1524,KR6583336559,payment_lag_not_identifiable_from_maturity
1527,KR6543321550,nonpositive_annual_coupon
1532,KR6583334554,payment_lag_not_identifiable_from_maturity
1533,KR6543334553,nonpositive_annual_coupon
1535,KR6543320552,nonpositive_annual_coupon
1538,KR65333AW558,missing_explicit_survival_coupon
1539,KR6583328556,payment_lag_not_identifiable_from_maturity
1543,KR65733A1558,missing_explicit_survival_coupon
1546,KR6583337557,payment_lag_not_identifiable_from_maturity
1552,KR6513384554,unsupported_ki_window
1553,KR6549342550,nonpositive_annual_coupon
1554,KR6543351557,nonpositive_annual_coupon
1555,KR6543352555,nonpositive_annual_coupon
1556,KR6543353553,nonpositive_annual_coupon
1557,KR6583333556,payment_lag_not_identifiable_from_maturity
1562,KR65933AP559,missing_explicit_survival_coupon
1565,KR65033A5556,unsupported_ki_window
1569,KR6583375557,payment_lag_not_identifiable_from_maturity
1570,KR67033AG555,payment_lag_not_identifiable_from_maturity
1573,KR67033AQ554,missing_explicit_survival_coupon
1574,KR67033AH553,payment_lag_not_identifiable_from_maturity
1575,KR67033AJ559,payment_lag_not_identifiable_from_maturity
1581,KR67033AR552,payment_lag_not_identifiable_from_maturity
1584,KR6583383551,payment_lag_not_identifiable_from_maturity
1586,KR6543356556,nonpositive_annual_coupon
1587,KR6543339552,nonpositive_annual_coupon
1588,KR6543338554,nonpositive_annual_coupon
1589,KR6543340550,nonpositive_annual_coupon
1590,KR6583384559,payment_lag_not_identifiable_from_maturity
1599,KR6583332558,payment_lag_not_identifiable_from_maturity
1600,KR65233B9555,missing_explicit_survival_coupon
1603,KR65033CH551,unsupported_ki_window
1607,KR67033AC554,payment_lag_not_identifiable_from_maturity
1608,KR65333C6559,missing_explicit_survival_coupon
1609,KR65133CH559,unsupported_ki_window
1613,KR6673325553,unsupported_ki_window
1622,KR65833AD557,payment_lag_not_identifiable_from_maturity
1623,KR65133CG551,unsupported_ki_window
1628,KR65333C4554,payment_lag_not_identifiable_from_maturity
1630,KR67033BD550,payment_lag_not_identifiable_from_maturity
1631,KR65933AE553,missing_explicit_survival_coupon
1638,KR65233BQ550,missing_explicit_survival_coupon
1647,KR65833BH556,payment_lag_not_identifiable_from_maturity
1651,KR6543360558,nonpositive_annual_coupon
1653,KR65333CQ556,missing_explicit_survival_coupon
1654,KR67033C4553,payment_lag_not_identifiable_from_maturity
1657,KR65733CC557,missing_explicit_survival_coupon
1658,KR6733309555,payment_lag_not_identifiable_from_maturity
1661,KR65733CE553,missing_explicit_survival_coupon
1662,KR65833AG550,payment_lag_not_identifiable_from_maturity
1667,KR65333CN553,extra_formula_or_level_PMT_1_FRML
1668,KR65133DP550,unsupported_ki_window
1670,KR65133DQ558,unsupported_ki_window
1671,KR6543368551,nonpositive_annual_coupon
1676,KR6533310563,extra_formula_or_level_PMT_1_FRML
1682,KR6703317562,payment_lag_not_identifiable_from_maturity
1684,KR6583303567,payment_lag_not_identifiable_from_maturity
1685,KR6593305560,missing_explicit_survival_coupon
1686,KR6593304563,missing_explicit_survival_coupon
1687,KR6593303565,missing_explicit_survival_coupon
1689,KR6703316564,payment_lag_not_identifiable_from_maturity
1690,KR6703318560,missing_explicit_survival_coupon
1691,KR6573306562,missing_explicit_survival_coupon
1693,KR6593307566,missing_explicit_survival_coupon
1695,KR6583304565,payment_lag_not_identifiable_from_maturity
1696,KR6583302569,payment_lag_not_identifiable_from_maturity
1697,KR6583305562,payment_lag_not_identifiable_from_maturity
1700,KR6583306560,payment_lag_not_identifiable_from_maturity
1702,KR6703315566,payment_lag_not_identifiable_from_maturity
1704,KR6523310565,missing_explicit_survival_coupon
1707,KR6703340564,payment_lag_not_identifiable_from_maturity
1708,KR6533341568,payment_lag_not_identifiable_from_maturity
1723,KR6573325562,missing_explicit_survival_coupon
1732,KR6533354561,missing_explicit_survival_coupon
1736,KR6703351561,missing_explicit_survival_coupon
1738,KR6533324564,missing_explicit_survival_coupon
1740,KR6591338563,missing_explicit_survival_coupon
1741,KR6533326569,extra_formula_or_level_PMT_1_FRML
1745,KR6703355562,payment_lag_not_identifiable_from_maturity
1746,KR6543312567,nonpositive_annual_coupon
1747,KR6533374569,payment_lag_not_identifiable_from_maturity
1748,KR6543304564,nonpositive_annual_coupon
1749,KR6593336565,monthly_evaluation_outside_life
1750,KR6533370567,extra_formula_or_level_PMT_1_FRML
1754,KR6543311569,nonpositive_annual_coupon
1756,KR6583308566,payment_lag_not_identifiable_from_maturity
1759,KR6533379568,missing_explicit_survival_coupon
1760,KR6583312568,missing_explicit_survival_coupon
1764,KR6703375560,payment_lag_not_identifiable_from_maturity
1765,KR6593318563,missing_explicit_survival_coupon
1768,KR6583315561,payment_lag_not_identifiable_from_maturity
1769,KR6513317562,unsupported_ki_window
1770,KR6583336567,payment_lag_not_identifiable_from_maturity
1774,KR6653301566,monthly_evaluation_outside_life
1775,KR6543315560,nonpositive_annual_coupon
1776,KR6533376564,payment_lag_not_identifiable_from_maturity
1778,KR6533377562,payment_lag_not_identifiable_from_maturity
1782,KR6593309562,missing_explicit_survival_coupon
1784,KR6593317565,missing_explicit_survival_coupon
1785,KR6593311568,missing_explicit_survival_coupon
1786,KR6593313564,missing_explicit_survival_coupon
1787,KR6593316567,missing_explicit_survival_coupon
1789,KR6593310560,missing_explicit_survival_coupon
1791,KR6513319568,unsupported_ki_window
1792,KR6533378560,payment_lag_not_identifiable_from_maturity
1793,KR6513318560,unsupported_ki_window
1794,KR6533392561,payment_lag_not_identifiable_from_maturity
1795,KR6703384562,payment_lag_not_identifiable_from_maturity
1796,KR6773308566,missing_explicit_survival_coupon
1798,KR6523361568,missing_explicit_survival_coupon
1801,KR6573363563,missing_explicit_survival_coupon
1803,KR6543327565,nonpositive_annual_coupon
1805,KR6703387565,payment_lag_not_identifiable_from_maturity
1808,KR6703386567,payment_lag_not_identifiable_from_maturity
1811,KR6503358568,unsupported_ki_window
1813,KR6533394567,missing_explicit_survival_coupon
1815,KR6703396566,payment_lag_not_identifiable_from_maturity
1822,KR6703395568,payment_lag_not_identifiable_from_maturity
1825,KR6583337565,payment_lag_not_identifiable_from_maturity
1826,KR6533368561,extra_formula_or_level_PMT_1_FRML
1830,KR6593364567,missing_explicit_survival_coupon
1831,KR67033A5560,payment_lag_not_identifiable_from_maturity
1834,KR67033A8564,payment_lag_not_identifiable_from_maturity
1836,KR6583343563,payment_lag_not_identifiable_from_maturity
1837,KR6583347564,missing_explicit_survival_coupon
1838,KR6583344561,payment_lag_not_identifiable_from_maturity
1841,KR6533360568,missing_explicit_survival_coupon
1843,KR6533367563,missing_explicit_survival_coupon
1844,KR6543328563,nonpositive_annual_coupon
1845,KR67033A4563,payment_lag_not_identifiable_from_maturity
1847,KR6543324562,nonpositive_annual_coupon
1850,KR6543326567,nonpositive_annual_coupon
1851,KR65333AR566,missing_explicit_survival_coupon
1852,KR65333AN565,payment_lag_not_identifiable_from_maturity
1853,20160609000327_5736,nonpositive_annual_coupon
1861,KR6583341567,payment_lag_not_identifiable_from_maturity
1862,KR6593351564,missing_explicit_survival_coupon
1863,KR6593346564,missing_explicit_survival_coupon
1866,KR6593343561,missing_explicit_survival_coupon
1867,KR6593344569,missing_explicit_survival_coupon
1868,KR6593345566,missing_explicit_survival_coupon
1874,KR6583342565,payment_lag_not_identifiable_from_maturity
1879,KR6513366569,extra_formula_or_level_PMT_1_FRML
1885,KR6503362560,unsupported_ki_window
1887,KR6593365564,missing_explicit_survival_coupon
1890,KR6513365561,extra_formula_or_level_PMT_1_FRML
1894,KR67033BA564,payment_lag_not_identifiable_from_maturity
1897,KR6543337564,nonpositive_annual_coupon
1898,KR6503364566,unsupported_ki_window
1901,KR65233AK563,missing_explicit_survival_coupon
1902,KR6591393568,missing_explicit_survival_coupon
1904,KR6503363568,unsupported_ki_window
1905,KR65333AY562,payment_lag_not_identifiable_from_maturity
1908,KR6593394564,missing_explicit_survival_coupon
1911,KR65333BD564,missing_explicit_survival_coupon
1912,KR65733AK562,missing_explicit_survival_coupon
1916,KR6543350567,nonpositive_annual_coupon
1917,KR67033BF563,payment_lag_not_identifiable_from_maturity
1922,KR65333BE562,missing_explicit_survival_coupon
1924,KR67033BG561,payment_lag_not_identifiable_from_maturity
1927,KR6543355566,nonpositive_annual_coupon
1930,KR65933A7561,missing_explicit_survival_coupon
1932,KR65333BL567,extra_formula_or_level_PMT_1_FRML
1933,KR65333BR564,missing_explicit_survival_coupon
1936,KR6543359568,nonpositive_annual_coupon
1937,KR6543357562,nonpositive_annual_coupon
1938,KR6583377561,missing_explicit_survival_coupon
1940,KR6583378569,payment_lag_not_identifiable_from_maturity
1941,KR65933A1564,missing_explicit_survival_coupon
1942,KR6583372562,payment_lag_not_identifiable_from_maturity
1945,KR65333A5561,extra_formula_or_level_PMT_1_FRML
1946,KR65333A4564,missing_explicit_survival_coupon
1947,KR65333BK569,payment_lag_not_identifiable_from_maturity
1948,KR6543349569,nonpositive_annual_coupon
1951,KR67033BM569,payment_lag_not_identifiable_from_maturity
1956,KR67033BQ560,payment_lag_not_identifiable_from_maturity
1957,KR67033BP562,payment_lag_not_identifiable_from_maturity
1960,KR6583373560,payment_lag_not_identifiable_from_maturity
1961,KR65333BQ566,payment_lag_not_identifiable_from_maturity
1966,KR65133A8567,payment_lag_not_identifiable_from_maturity
1967,KR65133AA566,payment_lag_not_identifiable_from_maturity
1968,KR6593375563,missing_explicit_survival_coupon
1971,KR6593376561,missing_explicit_survival_coupon
1972,KR6593377569,missing_explicit_survival_coupon
1973,KR6593379565,missing_explicit_survival_coupon
1985,KR65133AB564,payment_lag_not_identifiable_from_maturity
1987,KR6593384565,missing_explicit_survival_coupon
1994,KR6543361564,nonpositive_annual_coupon
1996,KR6593385562,missing_explicit_survival_coupon
2000,KR65933A6563,missing_explicit_survival_coupon
2002,KR65033EQ566,unsupported_ki_window
2009,KR6543368569,nonpositive_annual_coupon
2011,KR65933B0565,missing_explicit_survival_coupon
2014,KR65033ER564,unsupported_ki_window
2017,KR65333C7565,missing_explicit_survival_coupon
2019,KR65133CY562,missing_explicit_survival_coupon
2027,KR6543376562,nonpositive_annual_coupon
2031,KR65233D4562,missing_explicit_survival_coupon
2035,KR65333CA568,missing_explicit_survival_coupon
2038,KR65933BG564,missing_explicit_survival_coupon
2039,KR6543375564,nonpositive_annual_coupon
2044,KR67033CG569,payment_lag_not_identifiable_from_maturity
2045,KR67033CJ563,payment_lag_not_identifiable_from_maturity
2046,KR6543379566,nonpositive_annual_coupon
2047,KR65333CB566,missing_explicit_survival_coupon
2048,KR65333BC566,extra_formula_or_level_PMT_1_FRML
2052,KR65233EH561,missing_explicit_survival_coupon
2053,KR65333CC564,extra_formula_or_level_PMT_1_FRML
2055,KR65333BB568,missing_explicit_survival_coupon
2056,KR65833A2563,extra_formula_or_level_STRK_2
2057,KR65733CW563,missing_explicit_survival_coupon
2058,KR65333CM563,payment_lag_not_identifiable_from_maturity
2059,KR65333B7566,missing_explicit_survival_coupon
2061,KR65833A1565,payment_lag_not_identifiable_from_maturity
2062,KR65933BH562,missing_explicit_survival_coupon
2063,KR6543377560,nonpositive_annual_coupon
2064,KR65333CS560,missing_explicit_survival_coupon
2065,KR65933BJ568,missing_explicit_survival_coupon
2068,KR65933AF568,missing_explicit_survival_coupon
2073,KR65333CP566,payment_lag_not_identifiable_from_maturity
2074,KR65333CN561,payment_lag_not_identifiable_from_maturity
2075,20150623000232_1601,monthly_evaluation_outside_life
2077,KR65133C1560,extra_formula_or_level_PMT_1_FRML
2081,KR65733DK566,missing_explicit_survival_coupon
2082,KR6663321562,unsupported_ki_window
2089,KR65933AG566,missing_explicit_survival_coupon
2090,KR65933AE561,missing_explicit_survival_coupon
2092,KR65933AH564,missing_explicit_survival_coupon
2093,KR6543380564,nonpositive_annual_coupon
2096,KR65333CQ564,payment_lag_not_identifiable_from_maturity
2098,KR6543382560,nonpositive_annual_coupon
2102,KR65933AC565,missing_explicit_survival_coupon
2112,KR65233E1567,missing_explicit_survival_coupon
2115,KR65333DE568,missing_explicit_survival_coupon
2117,KR65733E9565,missing_explicit_survival_coupon
2121,KR65133DF569,missing_explicit_survival_coupon
2123,KR6583310570,payment_lag_not_identifiable_from_maturity
2127,KR6533331577,missing_explicit_survival_coupon
2128,KR6583301579,payment_lag_not_identifiable_from_maturity
2130,KR6593321575,monthly_evaluation_outside_life
2132,KR6503341572,unsupported_ki_window
2133,KR6703318578,payment_lag_not_identifiable_from_maturity
2134,KR6703317570,payment_lag_not_identifiable_from_maturity
2137,KR6533312577,missing_explicit_survival_coupon
2140,KR6533318574,extra_formula_or_level_PMT_1_FRML
2143,KR6593302575,missing_explicit_survival_coupon
2144,KR6593301577,missing_explicit_survival_coupon
2148,KR6593304571,missing_explicit_survival_coupon
2149,KR6593305578,missing_explicit_survival_coupon
2151,KR6533309573,extra_formula_or_level_PMT_1_FRML
2152,KR6593306576,missing_explicit_survival_coupon
2153,KR6593307574,missing_explicit_survival_coupon
2155,KR6593309570,missing_explicit_survival_coupon
2156,KR6593303573,missing_explicit_survival_coupon
2158,KR6533332575,payment_lag_not_identifiable_from_maturity
