payoff,model,monthly,axis,h,contracts,mean_MC_delta,delta_MAE,delta_RMSE,resolved_rows,direction_agreement
legacy,deeponet,True,first_strike,0.005,33,-1.452857977968435,3.6920270879371926,4.6747375352517455,135,0.7925925925925926
legacy,deeponet,True,first_strike,0.01,33,-2.64283683702295,7.5259092447373925,9.462384929514537,150,0.76
legacy,deeponet,True,first_strike,0.025,33,-5.4510249509266355,19.20401980206208,24.144577545440146,155,0.7612903225806451
legacy,deeponet,True,first_strike,0.05,33,-6.773477489675271,40.29132881616773,50.1525430380913,160,0.75625
legacy,deeponet,True,ki_barrier,-0.05,1,157.57702964280546,4.281566893526912,6.328001443086101,5,1.0
legacy,deeponet,True,ki_barrier,-0.025,1,78.990946825788,3.0791107514176246,3.293344769805515,5,1.0
legacy,deeponet,True,ki_barrier,-0.01,1,32.01478121543838,1.7449462286526782,1.7905296959785464,5,1.0
legacy,deeponet,True,ki_barrier,-0.005,1,15.902230319763808,0.8558685644779136,0.8745765997450939,5,1.0
legacy,deeponet,True,ki_barrier,0.005,1,-12.659567379359013,2.459866023656124,2.53556018762551,5,1.0
legacy,deeponet,True,ki_barrier,0.01,1,-27.167382647038608,2.901849339960904,3.151129394316804,5,1.0
legacy,deeponet,True,ki_barrier,0.025,1,-67.53519785491764,6.2882541409319685,6.993309593850615,5,1.0
legacy,deeponet,True,ki_barrier,0.05,1,-127.37819970806042,15.293027747078739,16.456580209034467,5,1.0
legacy,deeponet,True,last_strike,-0.05,33,94.24343331432198,40.79423949972265,51.558488072527524,165,0.9939393939393939
legacy,deeponet,True,last_strike,-0.025,33,46.83745888608692,21.116276095342595,27.545365418177806,165,0.9939393939393939
legacy,deeponet,True,last_strike,-0.01,33,18.492174848538358,8.71408843452012,11.622857763869874,165,0.9939393939393939
legacy,deeponet,True,last_strike,-0.005,33,9.222382831971835,4.380036220321697,5.862988419581412,165,0.9939393939393939
legacy,deeponet,True,last_strike,0.005,33,-8.945134604454363,4.625840547240403,6.042677671943342,165,0.9939393939393939
legacy,deeponet,True,last_strike,0.01,33,-17.973568415022175,9.215670622999314,12.231714085724581,165,0.9939393939393939
legacy,deeponet,True,last_strike,0.025,33,-43.749495764198855,24.14475659662789,32.3134887141663,165,0.9939393939393939
legacy,deeponet,True,last_strike,0.05,33,-84.27902501685017,50.27404595706632,67.52618937379005,165,0.9939393939393939
legacy,xgb,False,coupon_regular,-0.01,64,-69.61215837841334,45.770867953346,54.55139722990188,320,0.896875
legacy,xgb,False,coupon_regular,-0.005,64,-34.806079189206734,24.170190008959047,33.63650742874565,320,0.875
legacy,xgb,False,coupon_regular,-0.0025,64,-17.40303959460337,11.895066983169874,13.896080525531545,320,0.821875
