model,seed,axis,offset,mc_price_krw,mc_delta_krw,mc_halfwidth_krw,pred_price_krw,pred_delta_krw,baseline_error_krw,changed_error_krw,replay_delta_difference_krw
augmented_price,101,last_strike,-0.01,9909.871842589788,12.69124241144626,1.1525839843220127,9856.948852539062,8.979439735412598,-49.21118737469078,-52.922990050725275,0.0
augmented_price,101,last_strike,-0.005,9903.651450932184,6.47085075384287,0.821300882671168,9852.392077445984,4.422664642333984,-49.21118737469078,-51.259373486200275,0.0
augmented_price,101,last_strike,0.005,9891.271747959006,-5.908852219333651,0.7801067769393171,9843.676090240479,-4.293322563171387,-49.21118737469078,-47.595657718527946,0.0
augmented_price,101,last_strike,0.01,9884.508708586163,-12.671891592177086,1.1373730481290898,9839.508533477783,-8.4608793258667,-49.21118737469078,-45.00017510838006,0.0
augmented_price,101,last_strike,0.025,9865.991370369942,-31.18922980839874,1.7621097166117436,9827.716946601868,-20.252466201782227,-49.21118737469078,-38.274423768074485,0.0
augmented_price,101,last_strike,0.05,9837.171717294324,-60.00888288401868,2.3938686511676,9810.178875923157,-37.790536880493164,-49.21118737469078,-26.992841371167742,7.105427357601002e-15
augmented_price,101,monthly_barrier,-0.05,9931.533244829425,34.35264465108329,0.630907299679341,9918.774366378784,70.80495357513428,-49.21118737469078,-12.758878450640623,0.0
augmented_price,101,monthly_barrier,-0.025,9915.98736793208,18.80676775373748,0.36203221638619826,9882.44891166687,34.479498863220215,-49.21118737469078,-33.5384562652107,0.0
augmented_price,101,monthly_barrier,-0.01,9905.105462008718,7.92486183037644,0.1790977097991615,9861.48476600647,13.515353202819824,-49.21118737469078,-43.62069600224822,0.0
augmented_price,101,monthly_barrier,-0.005,9901.191788621512,4.011188443170112,0.11021813128236534,9854.676723480225,6.707310676574707,-49.21118737469078,-46.51506514128778,0.0
augmented_price,101,monthly_barrier,0.005,9892.95964473211,-4.220955446231447,0.11321643352599461,9841.370582580566,-6.598830223083496,-49.21118737469078,-51.58906215154275,0.0
augmented_price,101,monthly_barrier,0.01,9888.629066947964,-8.551533230377297,0.18744625725298078,9834.887981414795,-13.08143138885498,-49.21118737469078,-53.7410855331691,0.0
augmented_price,101,monthly_barrier,0.025,9874.52964779592,-22.650952382420872,0.4015671459668124,9816.200733184814,-31.76867961883545,-49.21118737469078,-58.328914611105574,0.0
augmented_price,101,monthly_barrier,0.05,9847.707857842084,-49.4727423362573,0.7632607516366094,9787.977933883667,-59.99147891998291,-49.21118737469078,-59.7299239584172,0.0
augmented_price,233,base,0.0,9897.18060017834,0.0,0.0,9912.927150726318,0.0,15.746550547977677,15.746550547977677,0.0
augmented_price,233,coupon_regular,-0.01,9788.809660632509,-108.3709395458348,0.368962743814292,9795.759916305542,-117.16723442077637,15.746550547977677,6.950255673033098,1.4210854715202004e-14
augmented_price,233,coupon_regular,-0.005,9842.995130405425,-54.18546977291786,0.18448137190714434,9853.370189666748,-59.55696105957031,15.746550547977677,10.375059261323258,0.0
augmented_price,233,coupon_regular,-0.0025,9870.087865291882,-27.092734886458302,0.09224068595357501,9882.923364639282,-30.003786087036133,15.746550547977677,12.8354993474004,0.0
augmented_price,233,coupon_regular,-0.001,9886.343506223757,-10.837093954583615,0.03689627438142965,9900.874495506287,-12.052655220031738,15.746550547977677,14.530989282529845,0.0
augmented_price,233,coupon_regular,0.001,9908.017694132925,10.837093954583995,0.036896274381427695,9925.044178962708,12.11702823638916,15.746550547977677,17.02648482978293,0.0
augmented_price,233,coupon_regular,0.0025,9924.273335064798,27.09273488645873,0.09224068595357364,9943.333268165588,30.40611743927002,15.746550547977677,19.05993310079066,0.0
augmented_price,233,coupon_regular,0.005,9951.366069951257,54.18546977291842,0.18448137190714256,9974.085092544556,61.157941818237305,15.746550547977677,22.719022593299087,0.0
augmented_price,233,coupon_regular,0.01,10005.551539724176,108.3709395458364,0.3689627438142877,10036.377906799316,123.45075607299805,15.746550547977677,30.826367075140297,0.0
augmented_price,233,first_strike,-0.05,9922.491215155746,25.31061497740265,2.3146585689961694,9931.920766830444,18.993616104125977,15.746550547977677,9.429551674698814,0.0
augmented_price,233,first_strike,-0.025,9907.829470814837,10.648870636495964,1.5383608104349455,9924.79383945465,11.86668872833252,15.746550547977677,16.964368639813983,0.0
augmented_price,233,first_strike,-0.01,9900.846488382682,3.665888204340764,0.9290813217203813,9918.216466903687,5.289316177368164,15.746550547977677,17.36997852100467,0.0
augmented_price,233,first_strike,-0.005,9899.101119055422,1.9205188770812212,0.6638004458576493,9915.659427642822,2.7322769165039062,15.746550547977677,16.55830858740046,0.0
augmented_price,233,first_strike,0.005,9895.549208840548,-1.6313913377956155,0.633356239119835,9910.025000572205,-2.9021501541137695,15.746550547977677,14.4757917316565,4.440892098500626e-16
augmented_price,233,first_strike,0.01,9894.131526020044,-3.04907415829732,0.8649370669449874,9906.95834159851,-5.968809127807617,15.746550547977677,12.826815578466267,0.0
augmented_price,233,first_strike,0.025,9891.169458896306,-6.0111412820366805,1.2629196175846567,9896.827936172485,-16.099214553833008,15.746550547977677,5.658477276179838,0.0
augmented_price,233,first_strike,0.05,9887.633997658966,-9.546602519374412,1.652462952462756,9877.207279205322,-35.719871520996094,15.746550547977677,-10.426718453643844,0.0
augmented_price,233,last_strike,-0.05,9963.828234714749,66.64763453640694,2.6867199502015144,9959.640502929688,46.71335220336914,15.746550547977677,-4.18773178506126,0.0
augmented_price,233,last_strike,-0.025,9929.648357428545,32.46775725020124,1.855654125797114,9936.01381778717,23.08666706085205,15.746550547977677,6.365460358625569,0.0
augmented_price,233,last_strike,-0.01,9909.871842589788,12.69124241144626,1.1525839843220127,9922.096133232117,9.16898250579834,15.746550547977677,12.224290642328924,0.0
augmented_price,233,last_strike,-0.005,9903.651450932184,6.47085075384287,0.821300882671168,9917.500615119934,4.573464393615723,15.746550547977677,13.84916418774992,0.0
augmented_price,233,last_strike,0.005,9891.271747959006,-5.908852219333651,0.7801067769393171,9908.376336097717,-4.550814628601074,15.746550547977677,17.104588138710824,0.0
augmented_price,233,last_strike,0.01,9884.508708586163,-12.671891592177086,1.1373730481290898,9903.847575187683,-9.079575538635254,15.746550547977677,19.33886660151984,0.0
augmented_price,233,last_strike,0.025,9865.991370369942,-31.18922980839874,1.7621097166117436,9890.395998954773,-22.53115177154541,15.746550547977677,24.40462858483079,0.0
augmented_price,233,last_strike,0.05,9837.171717294324,-60.00888288401868,2.3938686511676,9868.425726890564,-44.501423835754395,15.746550547977677,31.254009596239484,7.105427357601002e-15
augmented_price,233,monthly_barrier,-0.05,9931.533244829425,34.35264465108329,0.630907299679341,9974.125027656555,61.197876930236816,15.746550547977677,42.59178282713037,0.0
augmented_price,233,monthly_barrier,-0.025,9915.98736793208,18.80676775373748,0.36203221638619826,9943.769574165344,30.84242343902588,15.746550547977677,27.782206233263423,0.0
augmented_price,233,monthly_barrier,-0.01,9905.105462008718,7.92486183037644,0.1790977097991615,9925.299882888794,12.372732162475586,15.746550547977677,20.194420880075995,0.0
augmented_price,233,monthly_barrier,-0.005,9901.191788621512,4.011188443170112,0.11021813128236534,9919.11768913269,6.19053840637207,15.746550547977677,17.925900511178043,0.0
augmented_price,233,monthly_barrier,0.005,9892.95964473211,-4.220955446231447,0.11321643352599461,9906.731843948364,-6.195306777954102,15.746550547977677,13.772199216255103,0.0
augmented_price,233,monthly_barrier,0.01,9888.629066947964,-8.551533230377297,0.18744625725298078,9900.533556938171,-12.393593788146973,15.746550547977677,11.904489990207367,0.0
augmented_price,233,monthly_barrier,0.025,9874.52964779592,-22.650952382420872,0.4015671459668124,9881.948828697205,-30.97832202911377,15.746550547977677,7.419180901284562,0.0
augmented_price,233,monthly_barrier,0.05,9847.707857842084,-49.4727423362573,0.7632607516366094,9851.153492927551,-61.77365779876709,15.746550547977677,3.4456350854670745,0.0
augmented_price,ensemble,base,0.0,9897.18060017834,0.0,0.0,9857.382575670877,0.0,-39.7980245074632,-39.7980245074632,0.0
augmented_price,ensemble,coupon_regular,-0.01,9788.809660632509,-108.3709395458348,0.368962743814292,9738.773902257284,-118.60867341359382,-39.7980245074632,-50.03575837522476,0.0
augmented_price,ensemble,coupon_regular,-0.005,9842.995130405425,-54.18546977291786,0.18448137190714434,9797.159234682718,-60.22334098815918,-39.7980245074632,-45.83589572270648,0.0
augmented_price,ensemble,coupon_regular,-0.0025,9870.087865291882,-27.092734886458302,0.09224068595357501,9827.056527137756,-30.326048533121373,-39.7980245074632,-43.03133815412548,0.0
augmented_price,ensemble,coupon_regular,-0.001,9886.343506223757,-10.837093954583615,0.03689627438142965,9845.203359921774,-12.179215749104078,-39.7980245074632,-41.140146301982895,0.0
augmented_price,ensemble,coupon_regular,0.001,9908.017694132925,10.837093954583995,0.036896274381427695,9869.623184204102,12.24060853322384,-39.7980245074632,-38.39450992882303,0.0
augmented_price,ensemble,coupon_regular,0.0025,9924.273335064798,27.09273488645873,0.09224068595357364,9888.092875480652,30.710299809774135,-39.7980245074632,-36.180459584145865,3.552713678800501e-15
augmented_price,ensemble,coupon_regular,0.005,9951.366069951257,54.18546977291842,0.18448137190714256,9919.134179751078,61.751604080200195,-39.7980245074632,-32.231890200178896,7.105427357601002e-15
augmented_price,ensemble,coupon_regular,0.01,10005.551539724176,108.3709395458364,0.3689627438142877,9981.968402862549,124.5858271916711,-39.7980245074632,-23.58313686162728,0.0
augmented_price,ensemble,first_strike,-0.05,9922.491215155746,25.31061497740265,2.3146585689961694,9872.705340385437,15.32276471455929,-39.7980245074632,-49.78587477030851,0.0
augmented_price,ensemble,first_strike,-0.025,9907.829470814837,10.648870636495964,1.5383608104349455,9866.296450297037,8.913874626159668,-39.7980245074632,-41.53302051779974,0.0
augmented_price,ensemble,first_strike,-0.01,9900.846488382682,3.665888204340764,0.9290813217203813,9861.284295717875,3.9017200469970703,-39.7980245074632,-39.5621926648073,0.0
augmented_price,ensemble,first_strike,-0.005,9899.101119055422,1.9205188770812212,0.6638004458576493,9859.391649564108,2.009073893229907,-39.7980245074632,-39.70946949131394,0.0
augmented_price,ensemble,first_strike,0.005,9895.549208840548,-1.6313913377956155,0.633356239119835,9855.254689852396,-2.1278858184814453,-39.7980245074632,-40.29451898815205,0.0
augmented_price,ensemble,first_strike,0.01,9894.131526020044,-3.04907415829732,0.8649370669449874,9853.006800015768,-4.375775655109937,-39.7980245074632,-41.124726004276454,0.0
augmented_price,ensemble,first_strike,0.025,9891.169458896306,-6.0111412820366805,1.2629196175846567,9845.534563064575,-11.848012606302527,-39.7980245074632,-45.63489583173032,1.7763568394002505e-15
augmented_price,ensemble,first_strike,0.05,9887.633997658966,-9.546602519374412,1.652462952462756,9830.707510312399,-26.675065358479078,-39.7980245074632,-56.92648734656723,3.552713678800501e-15
augmented_price,ensemble,last_strike,-0.05,9963.828234714749,66.64763453640694,2.6867199502015144,9906.473755836487,49.091180165609096,-39.7980245074632,-57.35447887826194,0.0
augmented_price,ensemble,last_strike,-0.025,9929.648357428545,32.46775725020124,1.855654125797114,9881.152709325155,23.77013365427727,-39.7980245074632,-48.49564810338961,0.0
augmented_price,ensemble,last_strike,-0.01,9909.871842589788,12.69124241144626,1.1525839843220127,9866.714477539062,9.331901868184778,-39.7980245074632,-43.157365050725275,0.0
augmented_price,ensemble,last_strike,-0.005,9903.651450932184,6.47085075384287,0.821300882671168,9862.020015716553,4.637440045675012,-39.7980245074632,-41.63143521563143,0.0
augmented_price,ensemble,last_strike,0.005,9891.271747959006,-5.908852219333651,0.7801067769393171,9852.800766626993,-4.581809043884277,-39.7980245074632,-38.47098133201325,0.0
augmented_price,ensemble,last_strike,0.01,9884.508708586163,-12.671891592177086,1.1373730481290898,9848.272999127706,-9.10957654317146,-39.7980245074632,-36.23570945845677,0.0
augmented_price,ensemble,last_strike,0.025,9865.991370369942,-31.18922980839874,1.7621097166117436,9835.001826286316,-22.380749384561803,-39.7980245074632,-30.989544083626242,0.0
augmented_price,ensemble,last_strike,0.05,9837.171717294324,-60.00888288401868,2.3938686511676,9813.83721033732,-43.54536533355713,-39.7980245074632,-23.334506957004123,0.0
augmented_price,ensemble,monthly_barrier,-0.05,9931.533244829425,34.35264465108329,0.630907299679341,9926.281571388245,68.8989957173669,-39.7980245074632,-5.2516734411801735,0.0
augmented_price,ensemble,monthly_barrier,-0.025,9915.98736793208,18.80676775373748,0.36203221638619826,9891.657829284668,34.27525361379025,-39.7980245074632,-24.329538647412846,0.0
augmented_price,ensemble,monthly_barrier,-0.01,9905.105462008718,7.92486183037644,0.1790977097991615,9871.020714441935,13.638138771057129,-39.7980245074632,-34.084747566783335,1.7763568394002505e-15
augmented_price,ensemble,monthly_barrier,-0.005,9901.191788621512,4.011188443170112,0.11021813128236534,9864.187240600586,6.804664929708215,-39.7980245074632,-37.00454802092645,0.0
augmented_price,ensemble,monthly_barrier,0.005,9892.95964473211,-4.220955446231447,0.11321643352599461,9850.610891977945,-6.771683692932129,-39.7980245074632,-42.3487527541638,0.0
augmented_price,ensemble,monthly_barrier,0.01,9888.629066947964,-8.551533230377297,0.18744625725298078,9843.876163164774,-13.506412506103516,-39.7980245074632,-44.75290378319005,0.0
augmented_price,ensemble,monthly_barrier,0.025,9874.52964779592,-22.650952382420872,0.4015671459668124,9823.928078015646,-33.454497655232004,-39.7980245074632,-50.601569780274076,0.0
augmented_price,ensemble,monthly_barrier,0.05,9847.707857842084,-49.4727423362573,0.7632607516366094,9791.743357976278,-65.63921769459968,-39.7980245074632,-55.96449986580592,0.0
augmented_delta,47,base,0.0,9897.18060017834,0.0,0.0,9751.929640769958,0.0,-145.2509594083822,-145.2509594083822,0.0
augmented_delta,47,coupon_regular,-0.01,9788.809660632509,-108.3709395458348,0.368962743814292,9661.254286766052,-90.67535400390625,-145.2509594083822,-127.55537386645665,1.4210854715202004e-14
augmented_delta,47,coupon_regular,-0.005,9842.995130405425,-54.18546977291786,0.18448137190714434,9706.559777259827,-45.369863510131836,-145.2509594083822,-136.43535314559813,7.105427357601002e-15
augmented_delta,47,coupon_regular,-0.0025,9870.087865291882,-27.092734886458302,0.09224068595357501,9729.220867156982,-22.708773612976074,-145.2509594083822,-140.8669981348994,3.552713678800501e-15
augmented_delta,47,coupon_regular,-0.001,9886.343506223757,-10.837093954583615,0.03689627438142965,9742.838144302368,-9.091496467590332,-145.2509594083822,-143.5053619213886,0.0
augmented_delta,47,coupon_regular,0.001,9908.017694132925,10.837093954583995,0.036896274381427695,9761.033058166504,9.10341739654541,-145.2509594083822,-146.98463596642068,0.0
augmented_delta,47,coupon_regular,0.0025,9924.273335064798,27.09273488645873,0.09224068595357364,9774.715900421143,22.786259651184082,-145.2509594083822,-149.55743464365514,3.552713678800501e-15
augmented_delta,47,coupon_regular,0.005,9951.366069951257,54.18546977291842,0.18448137190714256,9797.607064247131,45.67742347717285,-145.2509594083822,-153.75900570412523,0.0
augmented_delta,47,coupon_regular,0.01,10005.551539724176,108.3709395458364,0.3689627438142877,9843.791723251343,91.86208248138428,-145.2509594083822,-161.75981647283334,0.0
augmented_delta,47,first_strike,-0.05,9922.491215155746,25.31061497740265,2.3146585689961694,9766.767024993896,14.837384223937988,-145.2509594083822,-155.72419016184904,0.0
augmented_delta,47,first_strike,-0.025,9907.829470814837,10.648870636495964,1.5383608104349455,9755.97858428955,4.048943519592285,-145.2509594083822,-151.8508865252861,0.0
augmented_delta,47,first_strike,-0.01,9900.846488382682,3.665888204340764,0.9290813217203813,9752.805233001709,0.8755922317504883,-145.2509594083822,-148.04125538097287,0.0
augmented_delta,47,first_strike,-0.005,9899.101119055422,1.9205188770812212,0.6638004458576493,9752.249717712402,0.32007694244384766,-145.2509594083822,-146.85140134301946,5.551115123125783e-17
augmented_delta,47,first_strike,0.005,9895.549208840548,-1.6313913377956155,0.633356239119835,9751.836061477661,-0.09357929229736328,-145.2509594083822,-143.71314736288696,8.326672684688674e-17
augmented_delta,47,first_strike,0.01,9894.131526020044,-3.04907415829732,0.8649370669449874,9751.957654953003,0.028014183044433594,-145.2509594083822,-142.17387106704155,9.367506770274758e-17
augmented_delta,47,first_strike,0.025,9891.169458896306,-6.0111412820366805,1.2629196175846567,9753.504991531372,1.5753507614135742,-145.2509594083822,-137.66446736493344,0.0
augmented_delta,47,first_strike,0.05,9887.633997658966,-9.546602519374412,1.652462952462756,9759.271144866943,7.341504096984863,-145.2509594083822,-128.36285279202275,0.0
augmented_delta,47,last_strike,-0.05,9963.828234714749,66.64763453640694,2.6867199502015144,9837.880730628967,85.95108985900879,-145.2509594083822,-125.94750408578147,0.0
augmented_delta,47,last_strike,-0.025,9929.648357428545,32.46775725020124,1.855654125797114,9792.506694793701,40.577054023742676,-145.2509594083822,-137.14166263484367,7.105427357601002e-15
augmented_delta,47,last_strike,-0.01,9909.871842589788,12.69124241144626,1.1525839843220127,9767.529964447021,15.600323677062988,-145.2509594083822,-142.3418781427663,0.0
augmented_delta,47,last_strike,-0.005,9903.651450932184,6.47085075384287,0.821300882671168,9759.620428085327,7.690787315368652,-145.2509594083822,-144.031022846857,0.0
augmented_delta,47,last_strike,0.005,9891.271747959006,-5.908852219333651,0.7801067769393171,9744.46415901184,-7.465481758117676,-145.2509594083822,-146.80758894716564,0.0
augmented_delta,47,last_strike,0.01,9884.508708586163,-12.671891592177086,1.1373730481290898,9737.229943275452,-14.699697494506836,-145.2509594083822,-147.2787653107116,0.0
augmented_delta,47,last_strike,0.025,9865.991370369942,-31.18922980839874,1.7621097166117436,9716.97211265564,-34.95752811431885,-145.2509594083822,-149.0192577143025,0.0
augmented_delta,47,last_strike,0.05,9837.171717294324,-60.00888288401868,2.3938686511676,9688.296914100647,-63.63272666931152,-145.2509594083822,-148.8748031936775,0.0
augmented_delta,47,monthly_barrier,-0.05,9931.533244829425,34.35264465108329,0.630907299679341,9805.643558502197,53.71391773223877,-145.2509594083822,-125.88968632722754,0.0
augmented_delta,47,monthly_barrier,-0.025,9915.98736793208,18.80676775373748,0.36203221638619826,9779.133200645447,27.20355987548828,-145.2509594083822,-136.85416728663404,0.0
augmented_delta,47,monthly_barrier,-0.01,9905.105462008718,7.92486183037644,0.1790977097991615,9762.884378433228,10.954737663269043,-145.2509594083822,-142.2210835754904,1.7763568394002505e-15
augmented_delta,47,monthly_barrier,-0.005,9901.191788621512,4.011188443170112,0.11021813128236534,9757.418036460876,5.488395690917969,-145.2509594083822,-143.77375216063592,0.0
augmented_delta,47,monthly_barrier,0.005,9892.95964473211,-4.220955446231447,0.11321643352599461,9746.419787406921,-5.509853363037109,-145.2509594083822,-146.53985732518777,0.0
augmented_delta,47,monthly_barrier,0.01,9888.629066947964,-8.551533230377297,0.18744625725298078,9740.890264511108,-11.039376258850098,-145.2509594083822,-147.73880243685562,0.0
augmented_delta,47,monthly_barrier,0.025,9874.52964779592,-22.650952382420872,0.4015671459668124,9724.195003509521,-27.73463726043701,-145.2509594083822,-150.33464428639854,0.0
augmented_delta,47,monthly_barrier,0.05,9847.707857842084,-49.4727423362573,0.7632607516366094,9696.094989776611,-55.83465099334717,-145.2509594083822,-151.61286806547287,0.0
