cohort,model,training_seed,axis,offset,n_families,n_rows,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
public_monthly_6,augmented_price,233,ALL,0,6,72,152.74421310019466,193.43574084888988,0.6408388335611845,157.96226097054767,197.01880145106767,-58.722953879515714,0.0,0.015151515151515152,0.030303030303030304,64,0.703125
public_monthly_6,augmented_price,233,base,0,6,6,47.74457600092895,60.501121333967916,0.9651539640422976,,,,,,,0,
public_monthly_6,augmented_price,233,nobs_early,1,6,6,83.08683610841824,104.78375288438802,0.8420643947582654,77.18176441483557,99.94764872980238,20.08231380282407,0.0,0.16666666666666666,0.16666666666666666,6,1.0
public_monthly_6,augmented_price,233,nobs_late,1,6,6,269.83050337846424,286.8376941631487,0.1896500442289809,295.0012246000941,298.4841417560912,-295.0012246000941,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,233,nobs_middle,1,6,6,257.36559715365155,268.8010293819626,0.2900296883147676,282.53631837528195,285.9731043504883,-282.53631837528195,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,233,tenor_months,-12,6,6,264.1758442254274,301.27317699150746,-0.5748478340514172,239.0051230037988,263.35160548036055,239.0051230037988,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,233,tenor_months,-6,6,6,201.45838170620846,221.5460359068091,0.4201027410021515,170.40907247726034,185.42847574638895,170.40907247726034,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,233,tenor_months,-3,6,6,98.99975516024067,117.44741486663854,0.8497605114741211,59.02522940190706,72.15393833929403,54.13557872656821,0.0,0.0,0.16666666666666666,6,0.5
public_monthly_6,augmented_price,233,tenor_months,-1,6,6,60.991286708069914,75.47468762275005,0.9427634422321132,31.189550346549282,34.613751206055596,31.189550346549282,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,augmented_price,233,tenor_months,1,6,6,44.62912078519579,58.34357621661149,0.9690667792751546,19.09102200702834,20.627845510199972,-19.09102200702834,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,233,tenor_months,3,6,6,69.27847990925905,75.79577272669194,0.9508989577692694,78.43394753953704,79.63518745261983,-78.43394753953704,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,233,tenor_months,6,6,6,147.48006606455147,157.9459678121302,0.8056340477461585,172.65078728618184,174.0942173839456,-172.65078728618184,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,233,tenor_months,12,6,6,287.8901100019202,293.94617803943663,0.4240284061680878,313.0608312235501,314.48274939073013,-313.0608312235501,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,47,ALL,0,6,72,144.28624504054775,176.29111775924818,0.7016838305316965,135.6046309159204,166.22127458942194,-1.838547688585715,0.030303030303030304,0.045454545454545456,0.09090909090909091,64,0.71875
public_monthly_6,augmented_price,47,base,0,6,6,57.400809185875005,71.96250010404503,0.950700896851094,,,,,,,0,
public_monthly_6,augmented_price,47,nobs_early,1,6,6,64.73378532228708,75.62492450844705,0.9177336820792527,77.17675839089785,92.05530844626408,61.93341710864072,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,47,nobs_late,1,6,6,257.6446317773595,267.79491870774865,0.29367458729221363,200.68531823438158,204.34051706754786,-200.68531823438158,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,47,nobs_middle,1,6,6,288.6673737217464,292.9107324788583,0.15695859855039085,231.7080601787691,232.78545102384447,-231.7080601787691,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,47,tenor_months,-12,6,6,174.75789836837916,192.64883545156727,0.3560525330088896,207.84143052943355,223.713371537302,207.84143052943355,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,47,tenor_months,-6,6,6,204.86212437083609,218.47265525400516,0.43608030502827155,261.82143791381424,264.1484749469175,261.82143791381424,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,47,tenor_months,-3,6,6,99.34468613416084,119.67765462134395,0.8440004622261678,156.3039996771399,167.10001095021647,156.3039996771399,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_price,47,tenor_months,-1,6,6,39.559978739633756,47.47257956829056,0.9773558240427764,39.54582352083517,50.81522482878026,39.54582352083517,0.0,0.0,0.3333333333333333,6,0.5
public_monthly_6,augmented_price,47,tenor_months,1,6,6,63.43292226409085,75.84437276436246,0.9477259948216338,6.41532165658285,8.587204690504855,-5.123964937885678,0.3333333333333333,0.5,0.6666666666666666,6,1.0
public_monthly_6,augmented_price,47,tenor_months,3,6,6,95.33576087906567,103.63388053948822,0.9082081206172153,38.37644733608653,43.386944252116244,-38.37644733608653,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,47,tenor_months,6,6,6,153.14707700764635,159.98537411822346,0.800582316885291,96.187763464669,102.32265362994042,-96.187763464669,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,47,tenor_months,12,6,6,232.5478927154924,247.03485658097568,0.5931991023813057,175.5885791725146,191.71217445266979,-175.5885791725146,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,ensemble,ALL,0,6,72,174.61752593389394,219.8632316571597,0.5359966187077725,178.64036850782776,217.60226624188627,-15.588457209938714,0.0,0.0,0.0,64,0.703125
public_monthly_6,augmented_price,ensemble,base,0,6,6,55.50440360278086,59.950883575534135,0.9657849082458771,,,,,,,0,
public_monthly_6,augmented_price,ensemble,nobs_early,1,6,6,78.95242587406786,122.61116127067594,0.783751968512731,101.39084730767661,127.56127145113192,74.39029116132441,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,ensemble,nobs_late,1,6,6,270.81815234239247,287.15256044300287,0.18786999981169372,252.2824763484966,256.48919693193744,-252.2824763484966,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,ensemble,nobs_middle,1,6,6,256.61580383606844,270.5238888367156,0.2808995223863693,238.08012784217328,244.9690648907556,-238.08012784217328,0.0,0.0,0.0,5,0.2
public_monthly_6,augmented_price,ensemble,tenor_months,-12,6,6,399.2881828213476,412.5475046125047,-1.9530145860727086,417.8238588152447,421.4452641456308,417.8238588152447,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,ensemble,tenor_months,-6,6,6,210.31164458788348,230.86067302730044,0.37031549937823116,228.84732058177974,233.66396045634946,228.84732058177974,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,ensemble,tenor_months,-3,6,6,104.49694474223725,129.56792380635707,0.8171511758430979,123.0326207361342,126.91156787382106,123.0326207361342,0.0,0.0,0.0,6,0.5
public_monthly_6,augmented_price,ensemble,tenor_months,-1,6,6,51.72131309530596,60.30049032992442,0.9634647110914181,39.19114277073055,43.80363410550901,39.19114277073055,0.0,0.0,0.0,6,0.3333333333333333
public_monthly_6,augmented_price,ensemble,tenor_months,1,6,6,62.170730953668375,70.05385790438724,0.9554032549151891,19.137579857335982,20.60115804571058,-19.137579857335982,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,ensemble,tenor_months,3,6,6,100.41104551357512,110.3069541136101,0.8960064207018807,77.20976747692477,79.28439588934339,-77.20976747692477,0.0,0.0,0.0,6,1.0
public_monthly_6,augmented_price,ensemble,tenor_months,6,6,6,186.98721671457588,195.6596343530989,0.7017327439106433,168.45154072068058,170.89745776063225,-168.45154072068058,0.0,0.0,0.0,6,0.8333333333333334
public_monthly_6,augmented_price,ensemble,tenor_months,12,6,6,318.13244712282386,326.39970179578114,0.28982572561940745,299.5967711289282,304.35695230732654,-299.5967711289282,0.0,0.0,0.0,6,0.8333333333333334
regular_test_128,affine_coupon_delta,101,ALL,0,128,1395,154.3897066218421,226.19143888629515,0.8596991268110398,138.11780370098353,216.6245290961962,-33.56756673801704,0.010260457774269928,0.05288082083662194,0.10339384372533544,1236,0.8236245954692557
regular_test_128,affine_coupon_delta,101,base,0,128,128,69.43965380153097,108.27929681066759,0.9662277967654304,,,,,,,0,
regular_test_128,affine_coupon_delta,101,nobs_early,1,81,81,113.39185924982849,151.02947455023238,0.9120654812311766,109.94506552240009,140.80063579418018,15.71455406694868,0.012345679012345678,0.024691358024691357,0.04938271604938271,80,0.9
regular_test_128,affine_coupon_delta,101,nobs_late,1,81,81,255.04905421642502,352.1649486392925,0.6603177652187071,251.0967845525959,362.50973362157424,-235.73211193476806,0.012345679012345678,0.024691358024691357,0.06172839506172839,77,0.2987012987012987
regular_test_128,affine_coupon_delta,101,nobs_middle,1,81,81,242.21378020696338,331.75012596366264,0.6976031921307305,240.235083477707,338.69982942198453,-187.67512930328695,0.0,0.012345679012345678,0.024691358024691357,75,0.4666666666666667
regular_test_128,affine_coupon_delta,101,tenor_months,-12,128,128,259.1040011206438,338.01588195676834,0.4564244658593196,246.98355346786104,326.9654905234673,64.44718502707178,0.0,0.015625,0.0546875,127,0.8661417322834646
regular_test_128,affine_coupon_delta,101,tenor_months,-6,128,128,164.93260899285798,214.02536419757527,0.8365607207857697,140.50485393989433,185.45346886561668,56.200280798643156,0.0,0.046875,0.0625,127,0.8818897637795275
regular_test_128,affine_coupon_delta,101,tenor_months,-3,128,128,109.62064529226878,144.6886803347571,0.9332879580342162,72.6881808636285,95.35399100080069,32.4007485607168,0.0078125,0.0625,0.0859375,127,0.889763779527559
regular_test_128,affine_coupon_delta,101,tenor_months,-1,128,128,78.67802740833397,113.18893623929905,0.9619287796853783,24.05368686261812,31.58374500739706,11.589922859384185,0.03125,0.15625,0.3046875,123,0.9024390243902439
regular_test_128,affine_coupon_delta,101,tenor_months,1,128,128,71.17850302425484,111.85644607736063,0.9650664937150045,24.2407129708913,31.079081065132705,-11.663581145402153,0.03125,0.1328125,0.296875,121,0.8925619834710744
regular_test_128,affine_coupon_delta,101,tenor_months,3,128,128,103.07915428345791,140.98645686528744,0.9476667647307495,73.03075496610785,92.55789265856275,-34.7701350952915,0.015625,0.046875,0.0703125,126,0.8809523809523809
regular_test_128,affine_coupon_delta,101,tenor_months,6,128,128,162.67074816970228,206.19666780460506,0.8967148629891063,142.08856026311204,177.80447837838548,-68.77401862139482,0.0,0.015625,0.0390625,126,0.8809523809523809
regular_test_128,affine_coupon_delta,101,tenor_months,12,128,128,277.4733028283492,338.5133904023582,0.7582861411410386,263.064584723521,321.96147374446565,-123.70383516660229,0.0,0.0078125,0.0234375,127,0.8818897637795275
regular_test_128,affine_coupon_delta,233,ALL,0,128,1395,151.6869933995141,219.34279458246021,0.8680665886006261,140.1396960785028,209.64960624689792,-23.219588363629178,0.0055248618784530384,0.03946329913180742,0.08050513022888714,1236,0.8074433656957929
regular_test_128,affine_coupon_delta,233,base,0,128,128,65.63022531413691,98.27346823069325,0.9721810260859536,,,,,,,0,
regular_test_128,affine_coupon_delta,233,nobs_early,1,81,81,114.0947487007446,160.36734211271332,0.9008556816745616,113.3071019410744,157.533651308885,27.46449127750263,0.0,0.024691358024691357,0.09876543209876543,80,0.875
regular_test_128,affine_coupon_delta,233,nobs_late,1,81,81,268.7237266249057,362.83707369796616,0.639418127688072,270.7046549119919,365.4039339881664,-207.41776431440448,0.012345679012345678,0.037037037037037035,0.06172839506172839,77,0.5194805194805194
regular_test_128,affine_coupon_delta,233,nobs_middle,1,81,81,252.67415237556705,315.8125311261724,0.7259601467385611,247.85319334025655,313.04902196861997,-131.68500584885157,0.0,0.0,0.012345679012345678,75,0.52
regular_test_128,affine_coupon_delta,233,tenor_months,-12,128,128,250.72330544753527,323.79473449394897,0.5012013694297164,254.2113428680214,324.22304385663153,61.906411314973184,0.0,0.0078125,0.0234375,127,0.8976377952755905
regular_test_128,affine_coupon_delta,233,tenor_months,-6,128,128,148.33958859040825,188.54192971214476,0.8731642023869122,140.7816594382594,175.87879367794616,47.94161954340271,0.0,0.015625,0.0390625,127,0.8740157480314961
regular_test_128,affine_coupon_delta,233,tenor_months,-3,128,128,96.00817939084887,122.38230095524128,0.9522720972169874,72.01103458597186,89.3704910154828,26.90909789740055,0.0078125,0.046875,0.0625,127,0.8582677165354331
regular_test_128,affine_coupon_delta,233,tenor_months,-1,128,128,71.22718391015079,98.33567485346805,0.9712650102828351,23.62544581802039,29.41584058195172,9.548915467275744,0.03125,0.1171875,0.234375,123,0.8373983739837398
regular_test_128,affine_coupon_delta,233,tenor_months,1,128,128,72.7184810394788,106.60323511056743,0.9682706691192029,23.8291457157848,29.080367801730837,-9.464635414477549,0.0078125,0.1171875,0.2265625,121,0.8347107438016529
regular_test_128,affine_coupon_delta,233,tenor_months,3,128,128,103.89253916893522,140.98798984310795,0.9476656266622161,71.87339887125479,86.62147251471579,-27.75434244232691,0.0,0.0390625,0.0546875,126,0.8253968253968254
regular_test_128,affine_coupon_delta,233,tenor_months,6,128,128,163.95410880991932,207.48794091727729,0.8954171997084204,140.42319621574973,166.43055923016527,-53.41372005487461,0.0,0.0078125,0.0234375,126,0.8253968253968254
regular_test_128,affine_coupon_delta,233,tenor_months,12,128,128,278.50992698892713,335.63148396119493,0.7623842450058242,260.5567605947806,303.1472003464863,-88.30239214709297,0.0,0.0,0.0234375,127,0.8110236220472441
regular_test_128,affine_coupon_delta,47,ALL,0,128,1395,157.8252307865514,224.0853624068234,0.8622996561486694,138.92208407094148,208.17437362333723,-27.156737656109115,0.003946329913180742,0.02999210734017364,0.07576953433307025,1236,0.8640776699029126
regular_test_128,affine_coupon_delta,47,base,0,128,128,78.96658720262198,114.29113555081855,0.9623735161318687,,,,,,,0,
regular_test_128,affine_coupon_delta,47,nobs_early,1,81,81,107.3203804207001,149.6194734785522,0.9136997184597158,102.6780642347326,139.3817649072148,-6.4341272086898575,0.012345679012345678,0.08641975308641975,0.13580246913580246,80,0.825
regular_test_128,affine_coupon_delta,47,nobs_late,1,81,81,253.58452765890814,346.1256481686932,0.6718683350315879,242.17714190913165,337.9841968677105,-208.90086768978048,0.012345679012345678,0.037037037037037035,0.07407407407407407,77,0.44155844155844154
regular_test_128,affine_coupon_delta,47,nobs_middle,1,81,81,242.154750398104,317.67973515822433,0.7227101112489047,234.0296309922141,308.2888400421994,-138.30987079208515,0.0,0.012345679012345678,0.04938271604938271,75,0.5066666666666667
regular_test_128,affine_coupon_delta,47,tenor_months,-12,128,128,264.32541323605625,331.951713271208,0.4757535269754525,260.35345250818796,329.2232067155247,99.1072533676713,0.0,0.0,0.0234375,127,0.952755905511811
regular_test_128,affine_coupon_delta,47,tenor_months,-6,128,128,162.09236987930302,201.75017438390236,0.854770853045726,143.205521704429,178.699747694942,67.32938998755745,0.0,0.0078125,0.0234375,127,0.9448818897637795
regular_test_128,affine_coupon_delta,47,tenor_months,-3,128,128,111.95562324501331,139.3486207175308,0.9381214010825735,73.23453054001675,90.79192865351645,36.72640198706596,0.0078125,0.015625,0.046875,127,0.9448818897637795
regular_test_128,affine_coupon_delta,47,tenor_months,-1,128,128,84.62952085073759,115.8322354211921,0.9601298640578865,24.04598745221235,29.96359614034686,12.760255402936107,0.015625,0.0859375,0.2109375,123,0.926829268292683
regular_test_128,affine_coupon_delta,47,tenor_months,1,128,128,83.65606400740276,120.21085293894355,0.9596533480496646,24.398001763207326,29.55914648066043,-12.72045997291442,0.0,0.078125,0.203125,121,0.9090909090909091
regular_test_128,affine_coupon_delta,47,tenor_months,3,128,128,109.96661888574867,149.45835393274913,0.9411883748181752,73.27698459622853,88.41043701435775,-38.03506333189524,0.0,0.0078125,0.0625,126,0.9126984126984127
regular_test_128,affine_coupon_delta,47,tenor_months,6,128,128,164.26509815391336,211.68555469924772,0.8911428422768142,143.28848693492188,170.47119876584273,-74.9338373526432,0.0,0.0078125,0.0078125,126,0.9206349206349206
regular_test_128,affine_coupon_delta,47,tenor_months,12,128,128,278.5674280590819,339.14939483279005,0.7573770160918215,266.9830400465815,311.4889613651891,-135.25231891086594,0.0,0.0078125,0.0078125,127,0.8976377952755905
regular_test_128,affine_coupon_delta,ensemble,ALL,0,128,1395,148.29924814578303,216.41876921798672,0.871560710915225,136.47546809039966,207.52041383383894,-27.98129758591848,0.004735595895816891,0.026835043409629045,0.07103393843725335,1236,0.8333333333333334
regular_test_128,affine_coupon_delta,ensemble,base,0,128,128,63.2669056681858,97.88028384984469,0.9724031838101463,,,,,,,0,
regular_test_128,affine_coupon_delta,ensemble,nobs_early,1,81,81,99.71885507585661,140.2535570087551,0.924166039678642,94.48814070813164,127.85042403326894,12.248306045253797,0.012345679012345678,0.024691358024691357,0.06172839506172839,80,0.875
regular_test_128,affine_coupon_delta,ensemble,nobs_late,1,81,81,249.60133700584976,347.4510686873514,0.6693504912949491,243.36205164618616,351.07260165170004,-217.35024797965107,0.024691358024691357,0.07407407407407407,0.12345679012345678,77,0.5064935064935064
regular_test_128,affine_coupon_delta,ensemble,nobs_middle,1,81,81,239.38148642763454,315.2117600803723,0.7270017685870849,234.6035217928267,314.1605296902996,-152.55666864807463,0.012345679012345678,0.012345679012345678,0.024691358024691357,75,0.52
regular_test_128,affine_coupon_delta,ensemble,tenor_months,-12,128,128,255.62077665730143,325.5163690647077,0.49588298785976626,251.99313425330055,322.5203739515951,75.15361656990538,0.0,0.0,0.0078125,127,0.905511811023622
regular_test_128,affine_coupon_delta,ensemble,tenor_months,-6,128,128,156.13581449459906,195.42544472650798,0.8637337932056584,140.8089482634263,177.72462611810295,57.1570967765344,0.0,0.0,0.0078125,127,0.889763779527559
regular_test_128,affine_coupon_delta,ensemble,tenor_months,-3,128,128,101.97586124469004,128.01424730942492,0.9477782120560109,72.33495388613119,90.63253694010827,32.01208281506108,0.0,0.0,0.03125,127,0.8818897637795275
regular_test_128,affine_coupon_delta,ensemble,tenor_months,-1,128,128,71.24961263274447,100.2690740410798,0.970123972562626,23.768658876028265,29.907846849031024,11.29969790986529,0.0,0.09375,0.2421875,123,0.8780487804878049
regular_test_128,affine_coupon_delta,ensemble,tenor_months,1,128,128,66.54660934469405,104.12398684088107,0.9697293517284947,24.046521675937875,29.473349191296588,-11.282892177598065,0.015625,0.078125,0.2265625,121,0.8677685950413223
regular_test_128,affine_coupon_delta,ensemble,tenor_months,3,128,128,97.93706743270002,136.19874636417273,0.9511607471550355,72.42636182804361,87.83832319973196,-33.51984695650455,0.0,0.0078125,0.03125,126,0.8809523809523809
regular_test_128,affine_coupon_delta,ensemble,tenor_months,6,128,128,158.1158015986906,201.50757905943695,0.9013590343087743,141.27975994370863,168.7038782789149,-65.7071920096376,0.0,0.0078125,0.015625,126,0.8650793650793651
regular_test_128,affine_coupon_delta,ensemble,tenor_months,12,128,128,272.84385720850946,329.48720124669745,0.7710045014501027,261.979686465749,306.134412057297,-115.75284874152038,0.0,0.0078125,0.0078125,127,0.8582677165354331
regular_test_128,augmented_delta,101,ALL,0,128,1395,148.8676731425226,202.05840981271098,0.8880402528610538,117.2983812161792,175.20590932455502,-13.339438707485451,0.008681925808997633,0.041831097079715863,0.09865824782951854,1236,0.8001618122977346
regular_test_128,augmented_delta,101,base,0,128,128,88.63395997508292,123.74897303368057,0.9558885079624416,,,,,,,0,
regular_test_128,augmented_delta,101,nobs_early,1,81,81,93.21343511200033,128.00627173091058,0.9368318052470241,102.95417065261577,146.47659436419997,26.91164715931371,0.012345679012345678,0.037037037037037035,0.08641975308641975,80,0.875
regular_test_128,augmented_delta,101,nobs_late,1,81,81,213.57433843205868,269.6698537426834,0.8008201608480401,178.59678015921668,245.0476474312548,-152.4078282054033,0.0,0.0,0.024691358024691357,77,0.4025974025974026
regular_test_128,augmented_delta,101,nobs_middle,1,81,81,206.81398489010124,258.8684233151185,0.8158748275267165,178.45274574240386,233.51648157595045,-92.77575601330744,0.0,0.012345679012345678,0.012345679012345678,75,0.48
regular_test_128,augmented_delta,101,tenor_months,-12,128,128,254.13353908637094,311.8365976300315,0.5373635412060318,246.55733564317373,308.4459387114415,37.248281764456564,0.0,0.015625,0.015625,127,0.8818897637795275
regular_test_128,augmented_delta,101,tenor_months,-6,128,128,151.60336327752813,188.19532624383646,0.8736301074426882,128.6011279582837,160.8409331203631,30.60698696789078,0.0078125,0.046875,0.046875,127,0.8661417322834646
regular_test_128,augmented_delta,101,tenor_months,-3,128,128,109.68345206598555,137.42408460919424,0.9398188020503078,63.75448940616773,79.69820444103038,16.44121842323749,0.0,0.046875,0.1015625,127,0.84251968503937
regular_test_128,augmented_delta,101,tenor_months,-1,128,128,90.9591359071656,122.92404274877795,0.9550983282330265,20.499123367585355,25.72095421173596,5.695200442387229,0.0390625,0.125,0.3046875,123,0.8373983739837398
regular_test_128,augmented_delta,101,tenor_months,1,128,128,92.17501252568232,128.99775642758462,0.9535394380314104,20.327386548044515,25.10755478255775,-5.291481403108797,0.015625,0.09375,0.3046875,121,0.8347107438016529
regular_test_128,augmented_delta,101,tenor_months,3,128,128,113.04068832276852,151.39041516485736,0.9396580207715125,60.261408622958804,73.99814034279956,-14.442450625770451,0.015625,0.03125,0.0859375,126,0.8412698412698413
regular_test_128,augmented_delta,101,tenor_months,6,128,128,154.50916250350934,197.42090511327098,0.9053194391290795,115.73287248214463,140.1639843120108,-26.138741707751933,0.0,0.0234375,0.0390625,126,0.8492063492063492
regular_test_128,augmented_delta,101,tenor_months,12,128,128,242.67310509100065,292.67496944473265,0.8193154534828859,214.2408620654377,252.97328224904734,-38.03340402206673,0.0,0.0,0.0,127,0.8346456692913385
regular_test_128,augmented_delta,233,ALL,0,128,1395,150.83998692300838,218.0668368671001,0.8695970862655122,125.51104667826245,195.81693122931836,-26.235673243148334,0.008681925808997633,0.06866614048934491,0.12943962115232832,1236,0.7508090614886731
regular_test_128,augmented_delta,233,base,0,128,128,82.52214475180246,123.00412113254188,0.9564179288581954,,,,,,,0,
regular_test_128,augmented_delta,233,nobs_early,1,81,81,99.44805783277701,143.64073105171224,0.9204589752381037,104.69463197403476,148.17632720153506,-41.916352803387035,0.0,0.04938271604938271,0.08641975308641975,80,0.8625
regular_test_128,augmented_delta,233,nobs_late,1,81,81,207.9655725952834,285.29470399624296,0.7770702660541345,196.38726950396298,278.22674432824465,-180.84901598156847,0.0,0.04938271604938271,0.06172839506172839,77,0.33766233766233766
regular_test_128,augmented_delta,233,nobs_middle,1,81,81,190.35857591681884,255.2516582527084,0.8209838742698934,181.84809263274116,247.69336360667302,-136.4183284280353,0.012345679012345678,0.06172839506172839,0.07407407407407407,75,0.41333333333333333
regular_test_128,augmented_delta,233,tenor_months,-12,128,128,271.02901299930926,352.18006655844266,0.4099141089378715,249.51617844383088,337.30870033102303,8.828181775876821,0.0,0.015625,0.078125,127,0.8110236220472441
regular_test_128,augmented_delta,233,tenor_months,-6,128,128,170.24461915465486,218.57502479607766,0.8295382190652578,136.12554005200911,185.11475478048527,24.066420285075225,0.0078125,0.0625,0.09375,127,0.8188976377952756
regular_test_128,augmented_delta,233,tenor_months,-3,128,128,114.10148848307631,151.23723528026588,0.9271125792888162,69.01092085476208,93.09485908981526,14.682238789786984,0.015625,0.078125,0.140625,127,0.8110236220472441
regular_test_128,augmented_delta,233,tenor_months,-1,128,128,87.60596793837458,125.2442816367786,0.9533872577847063,22.498230606513836,30.34580679883682,5.392124793542987,0.0390625,0.1875,0.328125,123,0.7804878048780488
regular_test_128,augmented_delta,233,tenor_months,1,128,128,85.54191927984033,127.44587032907889,0.9546505860027652,22.286891525589866,29.448363388080807,-5.179243063029013,0.015625,0.1796875,0.3359375,121,0.7851239669421488
regular_test_128,augmented_delta,233,tenor_months,3,128,128,107.88213228461362,153.12979949021567,0.9382634695500659,66.89306816082279,86.80694792331379,-14.480676760845546,0.0,0.046875,0.1171875,126,0.8095238095238095
regular_test_128,augmented_delta,233,tenor_months,6,128,128,156.04102584252814,208.7988091169696,0.8940915579973661,129.5440298695053,163.48860790330193,-26.849033495733927,0.0,0.0078125,0.0390625,126,0.7936507936507936
regular_test_128,augmented_delta,233,tenor_months,12,128,128,253.95538491940604,321.99242368183917,0.7813038423326081,240.88425469312747,291.68554385209393,-38.85625079980388,0.0,0.0,0.0078125,127,0.7795275590551181
regular_test_128,augmented_delta,47,ALL,0,128,1395,149.37417890099482,209.81096857062258,0.8792841144467536,120.04902959418648,186.31716601012198,-11.695900608800178,0.004735595895816891,0.06708760852407261,0.13575374901341752,1236,0.7330097087378641
regular_test_128,augmented_delta,47,base,0,128,128,83.89381419317564,117.58954383182724,0.9601703993585611,,,,,,,0,
regular_test_128,augmented_delta,47,nobs_early,1,81,81,104.61750683095983,134.01384670945015,0.9307634666291734,110.5591693710296,146.77551287436822,22.06561293271956,0.0,0.024691358024691357,0.04938271604938271,80,0.875
regular_test_128,augmented_delta,47,nobs_late,1,81,81,240.05783640910752,302.156551522277,0.7499397801315916,216.1774360487228,282.2827342252428,-126.61711181043722,0.0,0.012345679012345678,0.037037037037037035,77,0.4805194805194805
regular_test_128,augmented_delta,47,nobs_middle,1,81,81,220.1702444062392,280.1654333804007,0.784332793948165,196.21082808126144,257.021402341997,-94.65667992026953,0.0,0.037037037037037035,0.07407407407407407,75,0.5333333333333333
regular_test_128,augmented_delta,47,tenor_months,-12,128,128,218.37537259294095,290.29803864090843,0.5990650724466302,210.51772068634452,285.4517948535681,-28.59837561600512,0.0,0.0078125,0.0546875,127,0.8267716535433071
regular_test_128,augmented_delta,47,tenor_months,-6,128,128,141.21106975217032,181.3016752149253,0.882718480843147,116.56442966249982,155.65692059017988,-5.215320723087275,0.0,0.0234375,0.0546875,127,0.8031496062992126
regular_test_128,augmented_delta,47,tenor_months,-3,128,128,104.41521805087686,132.1908743694765,0.9443150193237522,59.85699219434723,79.16424061167066,-1.7405824190476635,0.0078125,0.0703125,0.1171875,127,0.7952755905511811
regular_test_128,augmented_delta,47,tenor_months,-1,128,128,86.54482638538067,116.79811132405986,0.9594621714930549,19.892692725105416,26.02345100811554,-0.25855851261460183,0.0078125,0.203125,0.390625,123,0.7560975609756098
regular_test_128,augmented_delta,47,tenor_months,1,128,128,90.32137861572991,124.13425474223752,0.9569767289052832,20.02766274752175,26.188623405501467,0.6332761669195074,0.0234375,0.1875,0.4140625,121,0.7603305785123967
regular_test_128,augmented_delta,47,tenor_months,3,128,128,115.08705032172489,150.40451551602752,0.9404413916874773,61.61121459983228,79.40459118788293,3.515101710385916,0.0,0.0625,0.1015625,126,0.7222222222222222
regular_test_128,augmented_delta,47,tenor_months,6,128,128,160.9453723252551,207.80838058017403,0.895093919665481,122.77868419851995,155.87888897916324,9.348783457329088,0.0078125,0.0546875,0.0703125,126,0.6984126984126984
regular_test_128,augmented_delta,47,tenor_months,12,128,128,269.7097021966282,342.9914504891915,0.7518487676326012,246.12074679717392,306.2825554949096,32.60596039930091,0.0,0.0078125,0.0390625,127,0.6850393700787402
regular_test_128,augmented_delta,ensemble,ALL,0,128,1395,141.3608208123524,200.22206720668586,0.8900660255624473,117.01777067847563,179.16075498123917,-17.090337519811314,0.009471191791633781,0.055248618784530384,0.10812943962115233,1236,0.7556634304207119
regular_test_128,augmented_delta,ensemble,base,0,128,128,77.28245945390411,111.81394520310589,0.963986901972629,,,,,,,0,
regular_test_128,augmented_delta,ensemble,nobs_early,1,81,81,86.64962058004686,117.32327753725916,0.9469354675348887,93.51324849866548,125.5430715106057,2.353635762882116,0.024691358024691357,0.04938271604938271,0.07407407407407407,80,0.875
regular_test_128,augmented_delta,ensemble,nobs_late,1,81,81,205.6656574226206,272.97393266169473,0.795909433471031,182.00402071854364,258.56337722701926,-153.29131866580295,0.012345679012345678,0.012345679012345678,0.07407407407407407,77,0.45454545454545453
regular_test_128,augmented_delta,ensemble,nobs_middle,1,81,81,196.70461675756155,254.3489222929777,0.8222478701726148,178.49986539074303,236.75426556951513,-107.95025478720403,0.0,0.0,0.012345679012345678,75,0.49333333333333335
