family,case,axis,offset,structure,monthly,cohort,nobs,horizon_days,monthly_coupon_count,monthly_total_accrual,mc_price_krw,mc_price_se_krw,mc_delta_krw,mc_delta_se_krw,affected,actual_horizon_change_days,final_stub_coupon,price_krw,price_se_krw,mc_difference_krw,z_independent_mc
test-monthly-00018,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9997.835581584512,4.772879224606785,0.0,0.0,0,0,False,10001.065232942352,4.752865097220435,-3.229651357840339,-0.47948029218795996
test-regular-00019,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9659.051449855548,5.449165718511143,0.0,0.0,0,0,False,9664.73938616336,5.431015438395629,-5.687936307813288,-0.7393209138489063
test-monthly-00019,0,base,0,STEP KI,True,monthly_test_128,6,1089,35,2.9166666666666674,9065.941146712605,6.425814859667476,0.0,0.0,0,0,False,9059.484808745132,6.449512830039516,6.456337967472791,0.7091567275790215
test-regular-00020,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9467.255165922832,6.304192059096518,0.0,0.0,0,0,False,9468.351361848252,6.310523434440964,-1.0961959254200337,-0.1228925813095725
test-monthly-00020,0,base,0,STEP no-KI,True,monthly_test_128,6,1092,36,3.000000000000001,8599.369779629273,8.090095761041079,0.0,0.0,0,0,False,8601.880832842804,8.080050018700344,-2.5110532135313406,-0.219612418681562
test-regular-00021,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,9358.478203191196,7.879060985664019,0.0,0.0,0,0,False,9350.922900955338,7.908442360888844,7.5553022358581075,0.6767879728524075
test-monthly-00021,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8902.99564752753,7.943581735599132,0.0,0.0,0,0,False,8907.13276630795,7.940571820430471,-4.137118780419769,-0.368340016528929
test-regular-00022,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,8534.83783406511,8.316224220619397,0.0,0.0,0,0,False,8540.05171462242,8.305077615331928,-5.213880557308585,-0.4436198206043748
test-monthly-00022,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.000000000000001,10104.630095608933,0.191263748034343,0.0,0.0,0,0,False,10104.98474679116,0.1931341105409283,-0.3546511822278262,-1.304759024046739
test-regular-00023,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,9541.913877422803,4.4062923065958985,0.0,0.0,0,0,False,9543.681549860596,4.3972120555961896,-1.7676724377924984,-0.28396248843156935
test-monthly-00023,0,base,0,STEP no-KI,True,monthly_test_128,6,1088,36,3.000000000000001,9644.17031964706,5.1271668249879765,0.0,0.0,0,0,False,9632.55283459697,5.166337145508633,11.617485050090181,1.5961023584664362
test-regular-00024,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,8422.832997298772,8.508854066672841,0.0,0.0,0,0,False,8419.210566000625,8.524606237772675,3.6224312981466937,0.3007544672929783
test-monthly-00024,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9782.447688250377,6.185520785357425,0.0,0.0,0,0,False,9770.57305561432,6.212047212016323,11.874632636056049,1.354558255719153
test-regular-00025,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,8893.135678783854,8.003730776183163,0.0,0.0,0,0,False,8908.070296852009,7.959081335229966,-14.934618068155032,-1.323116293830533
test-monthly-00025,0,base,0,STEP KI,True,monthly_test_128,6,1086,36,3.000000000000001,9541.384112023436,6.126968843937348,0.0,0.0,0,0,False,9534.808799140485,6.1388817173219685,6.575312882951039,0.7581123073182208
test-regular-00026,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9637.78529382538,4.650320112060875,0.0,0.0,0,0,False,9638.678495614566,4.6397994755867575,-0.8932017891856958,-0.1359699692024917
test-monthly-00026,0,base,0,STEP no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9441.67338024264,4.620761937928468,0.0,0.0,0,0,False,9427.76080268834,4.6891668487049865,13.912577554299787,2.113316357143398
test-regular-00027,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9947.267100804936,1.8691110814543928,0.0,0.0,0,0,False,9948.1221665065,1.8591675917476236,-0.8550657015639445,-0.3243430325700848
test-monthly-00027,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9712.27356507314,5.687545177137433,0.0,0.0,0,0,False,9710.768542159634,5.694248407769428,1.5050229135049449,0.18700246415092084
test-regular-00028,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,9735.645519416074,8.278138101364224,0.0,0.0,0,0,False,9730.015426231312,8.300621740621322,5.63009318476179,0.48026190699503046
test-monthly-00028,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.000000000000001,9089.175252878504,7.276094085185817,0.0,0.0,0,0,False,9075.856157055345,7.320971802955278,13.319095823158932,1.2903933623448438
test-regular-00029,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,9025.906809764012,7.655259820190259,0.0,0.0,0,0,False,9013.722450093068,7.66996335490973,12.184359670944104,1.1243737574192285
test-monthly-00029,0,base,0,STEP no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8626.63097777026,8.029602736970359,0.0,0.0,0,0,False,8664.870728808564,7.960692424716464,-38.23975103830344,-3.381968364235917
test-regular-00030,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,9193.925097964207,6.973892055773569,0.0,0.0,0,0,False,9201.489911776916,6.964599730531788,-7.564813812708962,-0.7675335378740148
test-monthly-00030,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8924.634430091666,8.59007041499072,0.0,0.0,0,0,False,8923.549337102266,8.592703272925432,1.0850929894004366,0.08930765381091084
test-regular-00031,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,9008.79035576098,7.190492996491605,0.0,0.0,0,0,False,8995.80002309252,7.2208730615856895,12.990332668459814,1.2747621388308472
test-monthly-00031,0,base,0,STEP KI,True,monthly_test_128,6,1090,35,2.9166666666666674,7641.85936286274,8.727824405875475,0.0,0.0,0,0,False,7652.414090824974,8.722982357426984,-10.5547279622333,-0.8553552313779967
test-regular-00032,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,9678.425408160068,5.854899650457463,0.0,0.0,0,0,False,9684.022173761345,5.860408481785239,-5.5967656012762745,-0.6756135523156327
test-monthly-00032,0,base,0,STEP no-KI,True,monthly_test_128,6,1102,36,3.000000000000001,8812.347056993485,7.397201283615447,0.0,0.0,0,0,False,8817.033955998757,7.391232698230225,-4.686899005271698,-0.44820672743444023
test-regular-00033,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8461.45076392541,8.402852502144297,0.0,0.0,0,0,False,8463.229629575724,8.394682675209578,-1.7788656503144011,-0.14976576052384255
test-monthly-00033,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9593.816216723606,6.737133418292864,0.0,0.0,0,0,False,9591.425630813195,6.743204834970464,2.390585910410664,0.2507947953607267
test-regular-00034,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,8984.686446376876,8.51279831435169,0.0,0.0,0,0,False,8987.86102432184,8.486957868003284,-3.174577944964767,-0.2640935522718988
test-monthly-00034,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.000000000000001,8491.821302161768,7.080071358860676,0.0,0.0,0,0,False,8513.346186482917,7.047561819620512,-21.52488432114842,-2.154692322211967
test-regular-00035,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,9595.099046663012,4.287127258301496,0.0,0.0,0,0,False,9606.493121701664,4.221025571406162,-11.394075038651863,-1.8938504607094675
test-monthly-00035,0,base,0,STEP no-KI,True,monthly_test_128,6,1090,36,3.000000000000001,9007.066621548123,7.784946426452417,0.0,0.0,0,0,False,9003.808678961344,7.81628313858917,3.2579425867788814,0.29532398572530194
test-regular-00036,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,8364.142922638335,7.381205987769325,0.0,0.0,0,0,False,8364.115479323505,7.372441901601095,0.02744331482972484,0.002630583396874521
test-monthly-00036,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8478.66727443767,8.486793137386345,0.0,0.0,0,0,False,8474.733915737603,8.490263952590997,3.9333587000674015,0.3276544971006294
test-regular-00037,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8875.69216722616,7.289373301170678,0.0,0.0,0,0,False,8880.811385891728,7.268057969977488,-5.119218665568042,-0.49731718254558027
test-monthly-00037,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,9654.657555378684,6.019000152270897,0.0,0.0,0,0,False,9649.381207037355,6.019049345811328,5.27634834132914,0.6198581743029797
test-regular-00038,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9795.859316565768,4.131406134775681,0.0,0.0,0,0,False,9802.10287150444,4.073742229569413,-6.243554938671878,-1.0760929162606014
test-monthly-00038,0,base,0,STEP no-KI,True,monthly_test_128,6,1092,36,3.000000000000001,9534.239212358149,6.253305245349854,0.0,0.0,0,0,False,9531.456738945164,6.26472588009626,2.782473412984473,0.31434735706357253
test-regular-00039,0,base,0,LIZARD no-KI,False,regular_test_128,6,1095,0,0.0,8409.331140660111,8.616759883799546,0.0,0.0,0,0,False,8412.091045771389,8.620579336858846,-2.759905111277476,-0.2264325771774009
test-monthly-00039,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9974.22129545379,4.331004366751751,0.0,0.0,0,0,False,9968.819557223233,4.3561421974449255,5.401738230557385,0.8793657879195712
test-regular-00040,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,8792.780011693272,8.083066311157378,0.0,0.0,0,0,False,8800.9833418682,8.039164623553791,-8.203330174927032,-0.7195789357845433
test-monthly-00040,0,base,0,STEP KI,True,monthly_test_128,6,1087,36,3.000000000000001,9424.917037935746,4.700660434006239,0.0,0.0,0,0,False,9423.370570162826,4.697269203113513,1.546467772919641,0.2327146127173213
test-regular-00041,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8765.491805922575,9.853572185150274,0.0,0.0,0,0,False,8775.227348146798,9.818281834096869,-9.735542224223536,-0.6998889724579384
test-monthly-00041,0,base,0,STEP no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8536.12904326387,9.029845042107402,0.0,0.0,0,0,False,8529.109158157962,9.056232002233472,7.019885105908543,0.5489087618554059
test-regular-00042,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9156.212863029135,7.575045355139855,0.0,0.0,0,0,False,9158.13903081444,7.576410063790139,-1.9261677853046422,-0.17978554000369754
test-monthly-00042,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,10040.688919896163,4.0958518051675386,0.0,0.0,0,0,False,10039.885114905985,4.09453164823315,0.8038049901788327,0.13879104810111986
test-regular-00043,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,8671.677063685283,7.998703885388898,0.0,0.0,0,0,False,8679.42687507736,7.979222579501138,-7.74981139207739,-0.6859388328075499
test-monthly-00043,0,base,0,STEP KI,True,monthly_test_128,6,1090,36,3.000000000000001,8923.47813351588,7.872115341770717,0.0,0.0,0,0,False,8922.082121743857,7.88455626232504,1.3960117720234848,0.12529664991720826
test-regular-00044,0,base,0,STEP KI,False,regular_test_128,6,1095,0,0.0,9182.757794344672,6.862092031020034,0.0,0.0,0,0,False,9176.60797759264,6.876912518064117,6.149816752033075,0.6330261530694037
test-monthly-00044,0,base,0,STEP no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8769.68119203148,8.335257965249584,0.0,0.0,0,0,False,8762.19911451033,8.325191495977727,7.482077521150131,0.6351121317760499
test-regular-00045,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,8978.781651282226,7.689441183549119,0.0,0.0,0,0,False,8977.787847215139,7.699128872626243,0.9938040670876944,0.091330832324489
test-monthly-00045,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9537.96068799322,6.555998776821636,0.0,0.0,0,0,False,9555.51665803923,6.490762754033846,-17.55597004601077,-1.9029688338422457
test-regular-00046,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,9076.480574392464,8.009006386816017,0.0,0.0,0,0,False,9076.429601360089,8.023460413404129,0.050973032375623006,0.0044962965028133945
test-monthly-00046,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.0000000000000004,9328.50859283349,6.636782126128852,0.0,0.0,0,0,False,9323.78973258564,6.642421055509827,4.718860247850898,0.5025509037314467
test-regular-00047,0,base,0,LIZARD no-KI,False,regular_test_128,7,1095,0,0.0,9842.748206780718,2.803717884755415,0.0,0.0,0,0,False,9839.021606704338,2.833385244892274,3.726600076379327,0.9349013603582935
test-monthly-00047,0,base,0,STEP no-KI,True,monthly_test_128,6,1092,36,3.000000000000001,8953.278838609947,7.249514997858814,0.0,0.0,0,0,False,8950.85362419233,7.258704387994183,2.4252144176170987,0.23640188653435676
test-regular-00048,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,8332.251460084392,8.52673313602072,0.0,0.0,0,0,False,8333.853752336827,8.53645285255908,-1.6022922524352907,-0.13279952924170724
test-monthly-00048,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9478.84117766563,6.635299386608419,0.0,0.0,0,0,False,9475.57548127128,6.641608769145711,3.265696394350016,0.3478514391920116
test-regular-00049,0,base,0,STEP no-KI,False,regular_test_128,12,1095,0,0.0,9751.74817563607,5.217757215401419,0.0,0.0,0,0,False,9759.82374297827,5.20816773821323,-8.075567342199065,-1.095401326905056
test-monthly-00049,0,base,0,STEP KI,True,monthly_test_128,6,1090,36,3.000000000000001,8913.110415209178,6.63409180949195,0.0,0.0,0,0,False,8904.067507546639,6.634602286591865,9.04290766253871,0.9638177319921784
test-regular-00050,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,8582.037659797172,8.241794927928835,0.0,0.0,0,0,False,8587.252023761135,8.22600246867852,-5.2143639639634785,-0.44779642768797495
test-monthly-00050,0,base,0,STEP no-KI,True,monthly_test_128,6,1095,36,3.000000000000001,8855.492036049101,7.876830576422864,0.0,0.0,0,0,False,8850.258897443418,7.885996636070256,5.2331386056830524,0.4695080545461475
test-regular-00051,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9693.070251080568,4.627424846721269,0.0,0.0,0,0,False,9696.666915389998,4.605718488723904,-3.5966643094307074,-0.5508890315066569
test-monthly-00051,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9421.036350352906,7.229883996358982,0.0,0.0,0,0,False,9426.014125813104,7.198934011761428,-4.977775460198245,-0.4878862126753757
test-regular-00052,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,7743.216151464335,9.417009814918384,0.0,0.0,0,0,False,7749.264439059589,9.412399550599032,-6.048287595253896,-0.4542665106436366
test-monthly-00052,0,base,0,STEP KI,True,monthly_test_128,6,1094,36,3.000000000000001,9782.793641666422,5.325625684831826,0.0,0.0,0,0,False,9787.774398926598,5.299241704283966,-4.980757260176688,-0.6629572391500047
test-regular-00053,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,8409.153746323396,8.915013617064517,0.0,0.0,0,0,False,8395.15060192915,8.934868320596783,14.003144394246192,1.1094428823967153
test-monthly-00053,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,8837.060935031675,8.547649611453526,0.0,0.0,0,0,False,8867.218258927296,8.483589215458842,-30.15732389562072,-2.504139317296176
test-regular-00054,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,9171.726672655474,6.142905465223683,0.0,0.0,0,0,False,9184.107454571633,6.089603277931864,-12.380781916159322,-1.4313419957631772
test-monthly-00054,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9244.348316256765,6.713540170428777,0.0,0.0,0,0,False,9254.259198837435,6.67740727351979,-9.910882580670659,-1.0466812445451503
test-regular-00055,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,8836.751694316428,8.361104189365062,0.0,0.0,0,0,False,8838.90775911854,8.369178460539958,-2.1560648021113593,-0.18225249347007239
test-monthly-00055,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,10058.814784366636,2.751817552523038,0.0,0.0,0,0,False,10061.866331061414,2.720869974472976,-3.0515466947781533,-0.788546705996355
test-regular-00056,0,base,0,STEP KI,False,regular_test_128,7,1095,0,0.0,9368.917304205344,5.807305369507566,0.0,0.0,0,0,False,9367.71330543104,5.816700228272068,1.2039987743046368,0.14648227973092937
test-monthly-00056,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,8360.939983099315,7.952683354268031,0.0,0.0,0,0,False,8359.343652943671,7.949118563108887,1.5963301556439546,0.141968294608407
test-regular-00057,0,base,0,STEP no-KI,False,regular_test_128,7,1095,0,0.0,8889.894998330725,8.505754326786604,0.0,0.0,0,0,False,8896.38798166681,8.506130342817674,-6.492983336085672,-0.5397676548041999
test-monthly-00057,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9993.424203156626,4.628711618900656,0.0,0.0,0,0,False,9989.381389442258,4.6496718013189975,4.042813714368094,0.6162051229725533
test-regular-00058,0,base,0,LIZARD KI,False,regular_test_128,7,1095,0,0.0,9808.387583974156,5.746322579364482,0.0,0.0,0,0,False,9810.123447763051,5.720676041672211,-1.7358637888955855,-0.21408182332436332
test-monthly-00058,0,base,0,STEP KI,True,monthly_test_128,6,1096,36,3.000000000000001,8761.688975437048,7.906765403451152,0.0,0.0,0,0,False,8759.210133301183,7.906135352856904,2.4788421358643973,0.22169317437473948
test-regular-00059,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,9522.133390084076,7.270988600807315,0.0,0.0,0,0,False,9531.56037722019,7.230972112895528,-9.426987136113894,-0.9193048145885464
test-monthly-00059,0,base,0,STEP no-KI,True,monthly_test_128,6,1093,36,3.000000000000001,9593.910255953817,5.798949328094316,0.0,0.0,0,0,False,9608.969871890777,5.7709314779243845,-15.059615936959744,-1.840766643377516
test-regular-00060,0,base,0,STEP KI,False,regular_test_128,12,1095,0,0.0,8577.4064607135,8.610920768651095,0.0,0.0,0,0,False,8572.59024395593,8.625721591205883,4.816216757570146,0.3951556460141375
test-monthly-00060,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,9050.712297275984,8.369329230974168,0.0,0.0,0,0,False,9036.379848071614,8.387029674328819,14.332449204370278,1.2096382545073157
test-regular-00061,0,base,0,STEP no-KI,False,regular_test_128,6,1095,0,0.0,9168.314323694289,6.776747015393859,0.0,0.0,0,0,False,9166.093398018456,6.78271427488746,2.2209256758324045,0.23163626049721714
test-monthly-00061,0,base,0,STEP KI,True,monthly_test_128,6,1092,36,3.000000000000001,9646.20639442248,4.869767123482011,0.0,0.0,0,0,False,9634.646360598304,4.911015503585771,11.560033824174752,1.67146248504896
test-regular-00062,0,base,0,LIZARD KI,False,regular_test_128,12,1095,0,0.0,9318.94205999082,5.755556993887337,0.0,0.0,0,0,False,9311.849570028133,5.781882670173107,7.092489962687978,0.8693670066635376
