family,case,axis,offset,structure,monthly,cohort,nobs,horizon_days,monthly_coupon_count,monthly_total_accrual,mc_price_krw,mc_price_se_krw,mc_delta_krw,mc_delta_se_krw,affected,actual_horizon_change_days,final_stub_coupon,price_krw,price_se_krw,mc_difference_krw,z_independent_mc
test-monthly-00125,0,base,0,STEP no-KI,True,monthly_test_128,6,1091,36,3.000000000000001,8925.156704178547,7.4051589900637795,0.0,0.0,0,0,False,8935.05018352523,7.38475868180189,-9.893479346683307,-0.9460146886304243
test-regular-00126,0,base,0,LIZARD KI,False,regular_test_128,6,1095,0,0.0,10056.73157502666,0.2836465726806809,0.0,0.0,0,0,False,10056.882936121558,0.2852674550743822,-0.15136109489685623,-0.3762537641941855
test-monthly-00126,0,base,0,LIZARD no-KI,True,monthly_test_128,6,1096,36,3.000000000000001,8453.23463094839,8.982530429085609,0.0,0.0,0,0,False,8444.946032406107,9.00246583065246,8.288598542281761,0.6517566699063347
test-regular-00127,0,base,0,LIZARD no-KI,False,regular_test_128,12,1095,0,0.0,8505.27345027492,7.663404467583859,0.0,0.0,0,0,False,8495.742559715167,7.684135669262567,9.53089055975397,0.8782320993589025
test-monthly-00127,0,base,0,STEP KI,True,monthly_test_128,6,1091,36,3.000000000000001,10361.84009925485,2.801178336751629,0.0,0.0,0,0,False,10357.539644174549,2.8036016030571997,4.300455080301617,1.0851026080974768
published_KR6SH0006Y24,0,base,0,LIZARD no-KI,True,public_monthly_6,6,1093,36,3.000000000000001,9902.231025499592,4.2071322655208645,0.0,0.0,0,0,False,9905.928878653853,4.184695093487348,-3.6978531542608835,-0.6231700399339635
published_KR6KS0003LQ6,0,base,0,STEP KI,True,public_monthly_6,6,1091,36,3.000000000000001,9579.678170621526,5.88262192801562,0.0,0.0,0,0,False,9584.391305902638,5.870750541623922,-4.713135281112045,-0.5671033104001312
published_KR6SH0004FV2,0,base,0,STEP no-KI,True,public_monthly_6,6,1093,36,3.000000000000001,9795.34741841272,3.555240693586601,0.0,0.0,0,0,False,9793.284340344711,3.5714654499809497,2.0630780680094176,0.40939325464886556
published_KR6523325910,0,base,0,STEP no-KI,True,public_monthly_6,6,1091,36,3.000000000000001,10228.35945140727,3.0260280875025893,0.0,0.0,0,0,False,10223.106449609057,3.0548716379397005,5.253001798213518,1.2216584966499997
published_KR6MD0003TN4,0,base,0,STEP no-KI,True,public_monthly_6,6,1092,36,3.000000000000001,9896.804138193278,3.512460143060148,0.0,0.0,0,0,False,9897.18060017834,3.5082604691144965,-0.3764619850626332,-0.07583232251377625
published_KR6KS0002XR1,0,base,0,STEP no-KI,True,public_monthly_6,6,1092,36,3.000000000000001,9178.39154908698,6.315386663423513,0.0,0.0,0,0,False,9178.202051539858,6.3079946208954025,0.1894975471223006,0.021229649108496885
