item,isu_ord,fair,udl1,udl2,udl3,mc_A,gap_A,ape_A,mc_B,gap_B,ape_B,year
KR6KS0002Z63,738418,0.8253879999999999,035420.KS,^GSPC,^STOXX50E,0.9425989961517975,-1172.1099615179764,14.2007148337264,0.9298149032810703,-1044.269032810704,12.6518562519773,2022
KR6SH0003WY3,738435,0.8732219999999999,^GSPC,^N225,^STOXX50E,0.9757588978175075,-1025.3689781750752,11.742363089513038,0.961802216100134,-885.8021610013411,10.14406601072054,2022
KR6SY0001YJ9,738452,0.965679797979798,^GSPC,^N225,^STOXX50E,0.9957576900333167,-300.7789205351874,3.1146858530583,0.9927769661966712,-270.97168216873246,2.8060199947809323,2022
KR6KW0001BG4,738469,0.934602,^GSPC,^HSCE,^STOXX50E,0.9983979903856293,-637.9599038562922,6.826006191472864,0.9791311969710514,-445.29196971051397,4.764509060653775,2022
20221129000047_28547,738497,0.9202040000000001,^KS200,^N225,^STOXX50E,0.9862684134505689,-660.6441345056879,7.179322568753101,0.9888342518184334,-686.3025181843329,7.458156215190684,2022
KR6HN00036V8,738524,0.9038747474747475,^GSPC,^N225,^STOXX50E,1.0024402915176005,-985.65544042853,10.904779043581671,0.9954422708522529,-915.675233775054,10.130554441677619,2023
KR6MD0004357,738550,0.880532,^KS200,^N225,^STOXX50E,0.99712215436548,-1165.9015436548004,13.240876466213614,0.9879702398683876,-1074.3823986838763,12.201514523990909,2023
KR6SH0004C55,738572,0.9046141414141414,^GSPC,^N225,^STOXX50E,0.9934213114779443,-888.071700638029,9.817132631264725,0.9904935727909208,-858.7943137677934,9.493487603734337,2023
KR6MD00047F3,738592,0.832867,^GSPC,^HSCE,^STOXX50E,0.9036961215101182,-708.2912151011822,8.504253561507205,0.8916999588398263,-588.3295883982631,7.063908023709225,2023
KR6ZY0001PJ2,738614,0.9510393939393941,^GSPC,^N225,^STOXX50E,1.0025305815655738,-514.9118762617977,5.414201341638757,0.9983677218303085,-473.28327890914454,4.976484485555442,2023
KR6KB0005006,738628,0.859541414141414,^GSPC,^HSCE,^STOXX50E,0.9246931387394667,-651.5172459805262,7.579823790472264,0.9146708101231605,-551.2939598174648,6.413814980260677,2023
KR6YT0001D48,738643,0.9960606060606061,^GSPC,^N225,^STOXX50E,1.0043005151756108,-82.39909115004718,0.8272497742475075,1.001738851929456,-56.782458688500185,0.5700703184425026,2023
KR6SY0002DF9,738663,0.9579042338709677,^GSPC,^KS200,^STOXX50E,1.0025400754876435,-446.35841616675776,4.659739464382444,1.001009458116442,-431.0522424547425,4.499951323033889,2023
KR6SH0004WD5,738683,0.866992950654582,^GSPC,^HSCE,^N225,0.9859699789673091,-1189.7702831272704,13.722952213498282,0.9751726660989225,-1081.7971544434047,12.47757728164508,2023
KR6SH0004Y75,738698,0.9122454545454545,^GSPC,^KS200,^STOXX50E,1.0052592824786901,-930.1382793323564,10.196140465241534,1.001896701709181,-896.5124716372663,9.827535639341416,2023
KR6KW00020D4,738714,0.877626,^HSCE,^N225,^STOXX50E,0.996206145470962,-1185.8014547096195,13.511466783226789,0.9874914853084833,-1098.654853084833,12.518485699886202,2023
KR6HH00015F3,738733,0.9301141414141413,^GSPC,^N225,^STOXX50E,1.0057438560709357,-756.2971465679447,8.131229414683169,1.0045701483488083,-744.5600693466703,8.005039770867741,2023
KR6SY0002NB7,738761,0.9698929292929294,^GSPC,^N225,^STOXX50E,1.0078730953380466,-379.80166045117227,3.915913282593523,1.003267863675952,-333.74934383022634,3.441094720357803,2023
KR6SS00054E9,738776,0.946049,^GSPC,^HSCE,^STOXX50E,1.0016409908946604,-555.9199089466039,5.876227435858015,0.9916981863848866,-456.49186384886576,4.825245456090179,2023
KR6MD00053J3,738797,0.9137737373737375,^GSPC,^N225,^STOXX50E,1.0116573349915445,-978.8359761780707,10.712016948433293,1.015512514858693,-1017.3877748495552,11.133913497816355,2023
KR6HH0001891,738816,0.9608454545454547,^GSPC,^N225,^STOXX50E,1.0056281843662263,-447.82729820771584,4.660763040395176,1.0050863556951284,-442.40901149673715,4.604372216196066,2023
KR6ZY0002F96,738830,0.9121363636363636,^GSPC,^N225,^STOXX50E,1.015610893072933,-1034.7452943656942,11.344195184155714,1.012738018692285,-1006.0165505592133,11.029234121843173,2023
KR6MD0005CV8,738854,0.9217719999999999,^GSPC,^N225,^STOXX50E,1.0052897054210306,-835.1770542103066,9.060560032310665,0.9994746389850975,-777.0263898509755,8.429702679740496,2023
KR6SS0005DZ2,738874,0.9517709999999999,^GSPC,^N225,^STOXX50E,1.0078696338325739,-560.9863383257397,5.894131448906719,1.006710781686753,-549.3978168675318,5.772373994033563,2023
KR6NH0003KM4,738900,0.948189898989899,^GSPC,^KS200,^STOXX50E,1.0051118215732278,-569.2192258332873,6.003219676139486,1.0027109775088727,-545.210785189737,5.750016803285362,2024
KR6HN0004SF9,738921,0.9605676767676768,^GSPC,^N225,^STOXX50E,1.0076292743302881,-470.615975626113,4.899352612090198,1.007036193665862,-464.6851689818521,4.837609886536303,2024
KR6ZY0002QK6,738953,0.93971,^GSPC,^N225,^STOXX50E,1.0045620005115867,-648.5200051158669,6.901278108308592,1.004679542350024,-649.6954235002406,6.9137864181528395,2024
KR6MD0005WC6,738999,0.9841070707070707,^GSPC,^KS200,^STOXX50E,1.0088697185479105,-247.62647840839813,2.5162554540989235,1.0066804586287588,-225.7338792168806,2.2937938963764704,2024
KR6MD0005YP4,739042,0.924271,005930.KS,^HSCE,^STOXX50E,0.978675146694854,-544.0414669485405,5.88616830938697,0.9492374597724528,-249.6645977245282,2.701205574171733,2024
KR6KS0005AG5,739075,0.992217,^GSPC,^KS200,^STOXX50E,1.009814385702461,-175.97385702461054,1.773542048005734,1.0084725943475963,-162.5559434759627,1.6383104046389318,2024
KR6KW0003C06,739106,0.9197879999999999,^HSCE,^KS200,^N225,0.9526921232761816,-329.0412327618164,3.577359486771043,0.8949253198860213,248.6268011397863,2.703088115302508,2024
KR6SH0006TJ3,739142,0.9196350000000001,^GSPC,^KS200,^STOXX50E,0.9881107651092113,-684.7576510921116,7.44597205513178,0.9583535453654826,-387.1854536548247,4.210207893945149,2024
KR6KS0005NT1,739181,0.978562,^GSPC,^KS200,^N225,0.9633562795208768,152.05720479123275,1.5538842177729437,0.9501114395933227,284.50560406677374,2.907384550664891,2024
KR6SS0006E66,739219,0.9688530000000001,005380.KS,^GSPC,^STOXX50E,0.9394763144257479,293.7668557425221,3.032109677551931,0.8850514716316946,838.0152836830546,8.649560704080542,2024
KR6SH00076R7,739257,0.9762719999999999,^GSPC,^KS200,^STOXX50E,0.9962030327431858,-199.3103274318586,2.0415450553929504,0.9902153913300485,-139.43391330048627,1.4282281300752895,2025
KR6SS0006KN1,739289,0.983716,^HSCE,^N225,^STOXX50E,0.9588703440412879,248.45655958712132,2.52569399691701,0.9548058039737866,289.10196026213475,2.938876263699429,2025
KR6SH0007C52,739317,0.9858629999999999,^GSPC,^KS200,^STOXX50E,1.0178736798834056,-320.1067988340567,3.2469704090127802,1.0072377021230758,-213.74702123075906,2.168120938008213,2025
KR6MD0006VY0,739351,0.9856010000000001,^KS200,^N225,^STOXX50E,1.0001071740038694,-145.06174003869333,1.471809992468487,0.9695361359935254,160.64864006474667,1.6299561390942852,2025
KR6SY0003LF0,739373,0.9010889999999999,000660.KS,005490.KS,^KS200,0.8972766464642482,38.12353535751711,0.42308290698828993,0.8817940116151004,192.94988384899514,2.1412966294005935,2025
KR6SS0006Y70,739411,0.9926262626262626,^GSPC,^KS200,^STOXX50E,0.9760310952637345,165.95167362528085,1.6718444783660125,0.944126997865364,484.9926476089861,4.885954219323255,2025
KR6SH0007TZ7,739439,0.926702,^GSPC,^KS200,^STOXX50E,0.9766039844620973,-499.0198446209726,5.384900913356964,0.968828089670837,-421.2608967083697,4.545807570377206,2025
KR6MD0007913,739463,0.962325,^GSPC,^HSCE,^N225,0.9547008240304887,76.24175969511259,0.7922662270554395,0.9646676429210231,-23.426429210231525,0.24343573335652222,2025
KR6SH00082T1,739499,0.949792,^GSPC,^KS200,^STOXX50E,0.9837370587386192,-339.45058738619196,3.573946583948822,0.9938918210621923,-440.9982106219235,4.643103022787342,2025
KR6SY0003Y34,739526,0.9740444444444445,^GSPC,^KS200,^STOXX50E,1.0097423743650318,-356.9792992058729,3.664917974143156,1.0070432620424778,-329.9881759803336,3.3878143637331193,2025
20251016000265_3661,739555,0.9773989898989899,^GSPC,^KS200,^STOXX50E,1.009015727327764,-316.1673742877413,3.2347831085892147,1.0044466708682478,-270.47680969257914,2.767312146706145,2025
KR6MD0007NW9,739590,0.9298270000000001,000660.KS,^GSPC,^KS200,0.9438221263678512,-139.95126367851162,1.5051322845917747,0.9175857779181213,122.41222081878722,1.3165053372163555,2025
KR6MD0007S54,739615,0.964773,^HSCE,^KS200,^N225,1.0133260327771307,-485.53032777130744,5.032586191480353,0.9951603103388101,-303.87310338810147,3.1496849869150716,2025
KR6KS0007PQ8,739650,0.994394,^GSPC,^KS200,^N225,1.0099296825498343,-155.35682549834286,1.562326658229463,1.0002859510630369,-58.9195106303686,0.5925167552335251,2026
KR6ZW00040V7,739681,0.910682,^GSPC,^HSCE,^KS200,0.9442732126218267,-335.91212621826736,3.6885776398157355,0.8951845232891851,154.97476710814917,1.7017440457607502,2026
KR6MD00088M3,739719,0.996616935483871,^GSPC,^KS200,^STOXX50E,0.9929871485962999,36.29786887571096,0.36421083751790606,0.96388283335499,327.3410212888095,3.2845219625921867,2026
20260422000383_13574,739748,1.0007242424242424,^GSPC,^KS200,^STOXX50E,0.9739688982896507,267.55344134591684,2.6735980803040396,0.9615281546363141,391.9608778792827,3.9167720862818536,2026
