item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag
20180206000210_7003,STEP no-KI,False,2018-02-09,10000.0,10389.0,10000,42ab6739d678ba3f62c0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180219000052_341,STEP KI,False,2018-02-23,10000.0,9160.65,10000,b4a8e4b8d2b7903f9c7d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180302000028_354,STEP KI,False,2018-03-09,10000.0,9132.67,10000,db799c4803823123dff5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180319000235_15539,STEP no-KI,False,2018-03-20,10000.0,7558.43,10000,3cc18586a93b8734370c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180322000048_412,STEP no-KI,False,2018-04-06,10000.0,8999.89,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180322000048_413,STEP KI,False,2018-04-06,10000.0,9066.36,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180409002520_2415,STEP no-KI,False,2018-04-13,10000.0,9059.81,10000,7f16f1b261b5ba0a218d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180503001327_16458,STEP no-KI,False,2018-05-15,9900.0,9493.69,10000,228526932b3cd9b27932,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180504000958_5530,LIZARD no-KI,False,2018-05-14,9900.0,9103.65,10000,c633f93981c8e37e2a26,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180511004252_15832,STEP no-KI,False,2018-05-14,10000.0,7033.19,10000,b3786708dca4038785b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180531000741_551,STEP KI,False,2018-06-08,10000.0,8904.42,10000,721f26ae5a1bfde0ec0b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180611000278_4028,LIZARD no-KI,False,2018-06-18,10000.0,9808.0,10000,a220ceeb971a93f9141a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180614000389_566,LIZARD no-KI,False,2018-06-28,9900.0,9348.4,10000,1730e7877d19de3fe4ba,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180622000167_7707,LIZARD no-KI,False,2018-06-26,9900.0,9584.04,10000,adddb807ddba0a7ecc22,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180625000359_829,STEP KI,False,2018-07-02,10000.0,8981.94,10000,d98f6a8275f7bc096452,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180719000255_7747,STEP no-KI,False,2018-07-30,9920.0,9969.14,10000,bef9331c6c4fccabb3a6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180719000297_16832,STEP no-KI,False,2018-08-02,9900.0,9199.59,10000,f1f9871baf5e5200a98a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180730000153_5685,STEP no-KI,False,2018-08-10,9900.0,9353.03,10000,fa6ae5c6e5a797dab7d1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180822000097_5717,STEP no-KI,False,2018-09-06,9900.0,9457.79,10000,51000daada76c8de76d6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180829000555_4102,STEP no-KI,False,2018-09-05,10000.0,9718.0,10000,ad9caceaa943074da5f6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180830000915_2036,STEP no-KI,False,2018-09-10,10000.0,9047.78,10000,6ec31b51a2c1f28327c1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180905000123_736,LIZARD no-KI,False,2018-09-20,9900.0,9446.66,10000,3234573b92256a85f544,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20180906000245_2038,STEP no-KI,False,2018-09-17,10000.0,9021.74,10000,11f94768875225bd963b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180910000167_2495,STEP no-KI,False,2018-09-14,10000.0,8964.48,10000,3721cfc7545f9bc93e94,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20180918000079_2040,STEP no-KI,False,2018-09-28,10000.0,8979.34,10000,cdde89011f5a0e122336,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181004000602_17148,STEP no-KI,False,2018-10-18,9900.0,9172.89,10000,ccae71476f85e9972d84,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181010000080_1963,STEP KI,False,2018-10-12,10000.0,9263.52,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1
20181010000080_1964,STEP KI,False,2018-10-12,10000.0,8732.57,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1
20181011000140_800,LIZARD no-KI,False,2018-10-22,9900.0,9522.82,10000,b24e04f2c3933dbb2d6e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181011000312_2048,STEP no-KI,False,2018-10-22,10000.0,9082.8,10000,85176b4d9c22ab9aa243,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181012000312_17176,STEP no-KI,False,2018-10-23,9900.0,9429.13,10000,496d62d87d6e312ccd34,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181015000329_2500,STEP no-KI,False,2018-10-19,10000.0,9007.98,10000,8d79986d94a17287b263,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181018000104_2051,STEP no-KI,False,2018-10-29,10000.0,9154.99,10000,a1dcafa6179f75990e0a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181018000326_17205,STEP no-KI,False,2018-10-29,9900.0,9420.92,10000,a27ff436f731446ffe15,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181029000257_2508,STEP no-KI,False,2018-11-02,10000.0,9215.27,10000,69ab7713cd9852ea297b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181031000357_4155,STEP no-KI,False,2018-11-07,10000.0,10086.0,10000,a515dcdbf08049e2c1be,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181102000084_17269,STEP no-KI,False,2018-11-14,9900.0,9527.16,10000,99df7425f52ed07356f9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181112000353_16615,LIZARD no-KI,False,2018-11-13,10000.0,8424.88,10000,cde9789cd141d39296dd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181120000292_2518,STEP no-KI,False,2018-11-23,10000.0,8983.61,10000,3cce3c07d2d0afaa5837,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181121000210_4169,STEP no-KI,False,2018-11-28,10000.0,9786.0,10000,e139419609373dfdaef2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181128000315_1968,STEP no-KI,False,2018-12-05,10000.0,8923.83,10000,a111f8b447c35586a519,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181128000556_1969,STEP no-KI,False,2018-12-07,10000.0,9091.16,10000,9c815246ae3d7d7f1440,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181206000100_5892,STEP no-KI,False,2018-12-20,9900.0,9373.12,10000,d597d1443f3f5b7c58b2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181206000182_2063,STEP no-KI,False,2018-12-17,10000.0,9114.35,10000,078914a23824c57a907f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181210000177_2526,STEP no-KI,False,2018-12-14,10000.0,8902.16,10000,a9856ef67a98432a3e53,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181213000085_892,STEP KI,False,2018-12-21,10000.0,9349.06,10000,240af21c5098d373bc81,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181217000176_1971,STEP KI,False,2018-12-19,10000.0,8930.76,10000,4330b0be3cca8785bff6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181217000176_1972,STEP KI,False,2018-12-19,10000.0,9392.94,10000,4330b0be3cca8785bff6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20181219000302_4188,STEP no-KI,False,2018-12-28,10000.0,9824.0,10000,fd68c8edf09b1b114006,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20181228000569_908,STEP KI,False,2018-12-31,10000.0,9396.64,10000,d304337bbd5d8557a151,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190114000391_7711,LIZARD KI,False,2019-01-18,10000.0,10090.0,10000,00f96976afac260b9a1e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190116000323_4206,STEP no-KI,False,2019-01-23,10000.0,9888.0,10000,c3fa45856f7f42f4db3b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190211000369_7750,LIZARD no-KI,False,2019-02-14,10000.0,9958.0,10000,f4583d148fc4605b6519,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190212000293_263,STEP KI,False,2019-02-18,10000.0,9580.615,10000,3bfc1837ba1dc513b800,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190227000141_978,STEP KI,False,2019-03-08,10000.0,9256.97,10000,5d6ad3543e29afcd6026,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190325000642_7850,LIZARD KI,False,2019-03-29,10000.0,9653.85,10000,4440d928c937e587742c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190326000977_1091,STEP no-KI,False,2019-04-08,9900.0,9269.82,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190409001663_7882,LIZARD KI,False,2019-04-12,10000.0,9558.2,10000,52f5ff89b47a1c84112f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190410001205_17883,STEP no-KI,False,2019-04-23,9920.0,8987.35,10000,971708ad1d85fff3506e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190424000192_6091,LIZARD no-KI,False,2019-05-09,9900.0,8990.27,10000,d8dbcd2a5313e78fc4da,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190430001134_4287,STEP no-KI,False,2019-05-08,10000.0,9455.0,10000,031fc739025529b6abc2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190503000337_2573,STEP no-KI,False,2019-05-10,10000.0,9049.81,10000,5a8772490ec5ddd35455,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190521000288_6157,STEP no-KI,True,2019-05-31,9850.0,9099.54,10000,d1e87cb038ee82f3ba2b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190521000375_8070,STEP KI,False,2019-05-24,10000.0,9879.16,10000,3d44b36c6ac8866f046e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190523000068_1218,STEP KI,False,2019-05-31,10000.0,9034.8,10000,d1e87cb038ee82f3ba2b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190528000219_1235,LIZARD no-KI,False,2019-06-10,9850.0,8734.2,10000,547daca8e902850e2f3e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190528000332_8080,LIZARD no-KI,False,2019-05-31,10000.0,9973.0,10000,f70f5ecdba25a25559ae,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190604000083_1249,LIZARD no-KI,False,2019-05-15,9900.0,9035.52,10000,3af5311bb04e396d6659,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190605000135_10738,STEP KI,False,2019-06-19,9900.0,9107.37,10000,8655f414866c17e34648,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190605000454_4314,STEP no-KI,False,2019-06-12,10000.0,8745.0,10000,158104055240e20225ef,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190612000353_18221,STEP no-KI,False,2019-06-25,9880.0,9009.13,10000,8ea1cd68c7ac0fabd58d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190625000285_8111,STEP KI,False,2019-06-28,10000.0,9807.61,10000,3a46455ac871b532d975,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190626000279_5526,LIZARD no-KI,False,2019-07-09,9900.0,8929.44,10000,6681c1e8fc393306b726,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190626000297_5527,STEP no-KI,True,2019-07-10,9900.0,8857.39,10000,64ec6ab59dbc233681d0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190626000316_18302,STEP no-KI,False,2019-07-10,9880.0,8992.73,10000,64ec6ab59dbc233681d0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190626000325_5528,LIZARD no-KI,False,2019-07-11,9900.0,8850.75,10000,4b87eca14783e23548bb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190626000325_5529,LIZARD no-KI,False,2019-07-11,9900.0,8881.34,10000,4b87eca14783e23548bb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190626000342_5530,LIZARD no-KI,False,2019-07-10,9900.0,9065.46,10000,11d15f9fb98297f49c15,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190709000248_8130,LIZARD no-KI,False,2019-07-12,10000.0,9768.23,10000,b704d173cecdf8db2b80,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190711000090_2597,STEP no-KI,False,2019-07-19,10000.0,8824.0,10000,7f824e32eca2e7e8fe22,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190723000138_8142,STEP no-KI,False,2019-07-26,10000.0,9541.32,10000,a7551a840fdb76faf591,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190724000432_6310,LIZARD no-KI,False,2019-08-07,9900.0,8656.57,10000,925a90841acc5e5fe732,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190726000112_18480,STEP no-KI,False,2019-08-07,9900.0,9050.68,10000,84694cecd9f2979e091e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190729000130_8150,STEP no-KI,False,2019-08-02,10000.0,9531.35,10000,62e177be372bfe6f368f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190805000114_2608,STEP no-KI,False,2019-08-09,10000.0,8796.83,10000,caff045da979657a2967,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190812000176_17856,STEP no-KI,False,2019-08-13,10000.0,7286.15,10000,00b7b312e1b446e17e8c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190813000114_8210,STEP no-KI,False,2019-08-16,10000.0,9673.42,10000,847312c82fced937a8d1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190814000082_1362,LIZARD no-KI,False,2019-08-26,9900.0,9367.72,10000,1543931622baeae895f5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190821000169_1094,STEP no-KI,False,2019-08-28,9900.0,9094.66,10000,fd97c870161f56e44c5e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190821000187_18578,STEP no-KI,False,2019-09-04,9900.0,8855.96,10000,0491ad46469a09c67957,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190826000126_2612,STEP no-KI,False,2019-08-30,10000.0,8719.64,10000,b219251700d6ac9e9a0b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190826000202_8230,STEP no-KI,False,2019-08-30,10000.0,9848.09,10000,8604809d929a7d727cd2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190826000202_8231,STEP KI,False,2019-08-30,10000.0,9831.7,10000,8604809d929a7d727cd2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190826000253_4369,STEP no-KI,False,2019-08-30,10000.0,9588.0,10000,3a2239946c85f2e1a088,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190829000557_4373,STEP no-KI,False,2019-09-05,10000.0,9381.0,10000,50de881563e4776bdc3b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190902000328_8240,STEP KI,False,2019-09-06,10000.0,9670.9,10000,a73485c3ae906103d04b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190903000116_18638,STEP no-KI,False,2019-09-18,9900.0,9356.56,10000,59ed60d515aa4cee680c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190919000267_18708,STEP no-KI,False,2019-10-07,9900.0,9160.46,10000,beeafc301f9cb6275728,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190923000691_8270,STEP KI,False,2019-09-27,10000.0,9765.09,10000,565089b7daab36498c21,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190923000691_8271,STEP KI,False,2019-09-27,10000.0,9750.42,10000,565089b7daab36498c21,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190923001090_4382,STEP no-KI,False,2019-09-30,10000.0,9086.0,10000,746a54721d09b6e1441c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190925001026_5681,LIZARD no-KI,False,2019-10-07,9929.0,9054.75,10000,bb33c1605f6ae3bc66a9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20190927000345_311,STEP KI,False,2019-10-04,10000.0,9423.1,10000,1c219131af69c0c649e0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190930000367_8280,LIZARD KI,False,2019-10-04,10000.0,9840.94,10000,bd9cde50a9f3df746bc6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20190930000542_4387,STEP no-KI,False,2019-10-07,10000.0,9033.0,10000,f3b41ab250be22927387,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191001000041_18750,STEP no-KI,False,2019-10-18,9880.0,8857.06,10000,2ce95594747782413e72,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191001000094_6470,LIZARD no-KI,False,2019-10-15,9900.0,9019.89,10000,6237d86a4e028dc5997b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191004000251_4390,STEP no-KI,False,2019-10-14,10000.0,9148.0,10000,aa1ad218ff8ae7832f8c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191004000251_4391,STEP no-KI,False,2019-10-14,10000.0,9168.0,10000,0caa9661b63a8ff65a83,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191014000103_2619,STEP no-KI,False,2019-10-18,10000.0,8709.46,10000,2ce95594747782413e72,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191025000213_5742,LIZARD no-KI,False,2019-11-04,9929.0,8914.65,10000,73c20f71d5c55ec656e9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191029000079_8309,LIZARD no-KI,False,2019-11-08,9900.0,9743.56,10000,a380766112f8b26f0af4,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191104000102_2625,STEP no-KI,False,2019-11-08,10000.0,8693.59,10000,a3a9d5c626df745c2e25,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191104000277_4406,STEP no-KI,False,2019-11-11,10000.0,9414.0,10000,1e3f7da0ed23789233bb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191118000184_8441,LIZARD no-KI,False,2019-11-22,10000.0,9862.79,10000,cd88078af92b7ea58167,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191118000184_8442,STEP no-KI,True,2019-11-22,10000.0,9790.87,10000,cd88078af92b7ea58167,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191128000530_5911,LIZARD no-KI,False,2019-12-09,9929.0,8920.49,10000,131000b65fdc1552ecc7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191205000314_5920,LIZARD no-KI,False,2019-12-16,9929.0,8823.21,10000,e379610c5a5cc2d9dda1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191216000141_4432,LIZARD no-KI,False,2019-12-23,10000.0,9553.0,10000,bdf07513b337916863ad,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20191223000104_8493,STEP KI,False,2019-12-27,10000.0,10043.23,10000,29971c384cb2b922b5f1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191230000480_8500,STEP KI,False,2020-01-03,10000.0,10040.84,10000,1e4a72a34fbb11757c73,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20191230000616_1207,STEP KI,False,2019-12-31,10000.0,9562.69,10000,3835d65aadeb360b164e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200110000365_19079,STEP no-KI,False,2020-01-17,9900.0,8868.7,10000,7305fb9a0a4e88d09a9c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200116000381_2146,STEP no-KI,False,2020-01-23,10000.0,9122.68,10000,68ed01f8573dbc8eff9d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20200122000182_10813,STEP no-KI,False,2020-01-30,9930.0,9397.09,10000,b718a479308460f045ef,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200122000384_5992,LIZARD no-KI,False,2020-02-03,9929.0,8957.39,10000,05ae657887b76d474408,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200122000473_2147,STEP no-KI,False,2020-02-10,10000.0,9078.7,10000,0a1f6414192cec651425,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20200206000150_6025,LIZARD no-KI,False,2020-02-17,9929.0,8985.57,10000,0ed646f5c211dad92547,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200206000341_2150,STEP no-KI,False,2020-02-24,10000.0,9110.66,10000,98c01489f9542ca0b02a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20200210000338_8528,LIZARD KI,False,2020-02-14,10000.0,10145.68,10000,8d1967f0ee27a4ecb67b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200210000582_4463,STEP no-KI,False,2020-02-17,10000.0,9717.0,10000,00d4450af9ca7c3e33f3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3
20200212000555_6042,LIZARD no-KI,False,2020-03-02,9900.0,9205.74,10000,b164c75a038d40baf320,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200213000391_6046,LIZARD no-KI,False,2020-02-28,9920.0,8921.8,10000,33eb6db39384b1732dbc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200219000450_6735,LIZARD no-KI,False,2020-03-06,9900.0,9344.62,10000,d1653cd1851f68988fb7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200221000476_6054,LIZARD no-KI,False,2020-03-02,9929.0,8972.59,10000,b164c75a038d40baf320,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200227000101_1830,LIZARD no-KI,False,2020-03-12,9900.0,9524.89,10000,a243557a56d6188d8253,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200227002743_6065,LIZARD no-KI,False,2020-03-09,9929.0,9058.79,10000,c2c28d564b6e47efaf90,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200305000597_28467,LIZARD KI,False,2020-03-23,9900.0,9279.18,10000,9a99e9416047cffd1a7a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200310000597_8565,STEP no-KI,False,2020-03-27,9900.0,9697.25,10000,e5f460130393598ee554,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200311000146_19350,STEP no-KI,False,2020-03-24,9900.0,9347.43,10000,f7838e612573677a7e5e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200311000394_19355,STEP no-KI,False,2020-03-24,9900.0,9784.1,10000,0007d487db5af2bdecbe,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
20200311000394_19357,STEP no-KI,False,2020-03-24,9900.0,9643.05,10000,0007d487db5af2bdecbe,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2
