item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag,paths_per_seed,replicates,total_paths,mc_face_krw,mc_se_face_krw,fair,mc_iv,fair_krw,mc_iv_krw,gap_krw,ape_pct
20171127000157_732,STEP KI,False,2017-12-04,10000.0,9279.85,10000,86760e76625d27bad4e8,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10197.397830842045,2.240757694903198,0.9279850000000001,1.0197397830842045,9279.85,10197.397830842045,-917.5478308420448,9.887528686800378
20171206000266_6902,LIZARD no-KI,False,2017-12-13,10000.0,10074.0,10000,0b85286e0422c1a6f617,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10081.667044228492,1.3739063585095581,1.0074,1.0081667044228493,10074.0,10081.667044228492,-7.66704422849207,0.07610724864494808
20171215000335_1348,STEP KI,False,2017-12-26,10000.0,9666.03,10000,601c067c70e80eba6285,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10251.726189112305,0.6789227996475532,0.9666030000000001,1.0251726189112305,9666.03,10251.726189112305,-585.6961891123036,6.0593251739577
20171219000208_244,STEP no-KI,False,2017-12-26,10000.0,9234.865,10000,601c067c70e80eba6285,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10275.782270314268,1.3515152865931395,0.9234865,1.0275782270314269,9234.865,10275.782270314268,-1040.9172703142688,11.271602457797368
20171221000464_4476,STEP no-KI,False,2017-12-28,10000.0,9241.65,10000,2324c7fc77ea935ab5ba,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10248.603403102035,1.7543231276343265,0.924165,1.0248603403102035,9241.65,10248.603403102035,-1006.9534031020344,10.895818420974981
20171228000788_15687,STEP no-KI,False,2018-01-12,9900.0,8889.4,10000,389a0430cb2daf6dedbb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10028.829421681781,1.3379145165302007,0.8979191919191919,1.0130130728971496,8979.191919191919,10130.130728971495,-1150.938809779577,12.817843967891884
20180115000488_6971,STEP KI,False,2018-01-19,10000.0,10389.0,10000,8099b82b6b1a8cbc88df,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10252.468950277682,2.608245134381098,1.0389,1.0252468950277682,10389.0,10252.468950277682,136.5310497223171,1.3141885621553289
20180122000245_2373,STEP no-KI,False,2018-01-26,10000.0,9008.22,10000,9933c68543b1519354cc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9961.472257299172,4.080245453110955,0.9008219999999999,0.9961472257299172,9008.22,9961.472257299172,-953.252257299173,10.582026829930587
20180129000293_3919,STEP no-KI,True,2018-02-05,10000.0,10080.0,10000,e6a6a079f0f807b075d7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9888.736721101783,4.2476693400958085,1.008,0.9888736721101783,10080.0,9888.736721101783,191.26327889821715,1.8974531636727892
20180205000224_2385,STEP no-KI,False,2018-02-09,10000.0,9041.76,10000,827d25d2f1025805469b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9115.113090154244,7.574391646295853,0.904176,0.9115113090154244,9041.76,9115.113090154244,-73.35309015424451,0.8112700420520399
20180206000141_7002,STEP KI,False,2018-02-09,10000.0,10319.0,10000,827d25d2f1025805469b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9229.039884887918,7.517471124137296,1.0319,0.9229039884887917,10319.0,9229.039884887918,1089.960115112083,10.562652535246468
20180206000210_7003,STEP no-KI,False,2018-02-09,10000.0,10389.0,10000,42ab6739d678ba3f62c0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9134.518515177439,6.985091309144577,1.0389,0.9134518515177439,10389.0,9134.518515177439,1254.4814848225606,12.075093703172207
20180219000052_341,STEP KI,False,2018-02-23,10000.0,9160.65,10000,b4a8e4b8d2b7903f9c7d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9987.283726233058,4.212367318231601,0.916065,0.9987283726233057,9160.65,9987.283726233058,-826.633726233057,9.02374532629297
20180302000028_354,STEP KI,False,2018-03-09,10000.0,9132.67,10000,db799c4803823123dff5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9912.948709050503,4.137367081122605,0.913267,0.9912948709050503,9132.67,9912.948709050503,-780.2787090505026,8.543818062521721
20180319000235_15539,STEP no-KI,False,2018-03-20,10000.0,7558.43,10000,3cc18586a93b8734370c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9401.899969503695,4.397893595578996,0.755843,0.9401899969503694,7558.43,9401.899969503695,-1843.4699695036938,24.389588439711602
20180322000048_412,STEP no-KI,False,2018-04-06,10000.0,8999.89,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9867.550706411286,5.148616765590303,0.8999889999999999,0.9867550706411287,8999.89,9867.550706411286,-867.6607064112874,9.64079234758744
20180322000048_413,STEP KI,False,2018-04-06,10000.0,9066.36,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9979.548259622537,4.9108705410211275,0.9066360000000001,0.9979548259622537,9066.36,9979.548259622537,-913.1882596225361,10.072270013793142
20180409002520_2415,STEP no-KI,False,2018-04-13,10000.0,9059.81,10000,7f16f1b261b5ba0a218d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9827.686942864846,6.072244530708216,0.9059809999999999,0.9827686942864846,9059.81,9827.686942864846,-767.8769428648469,8.47564069075231
20180503001327_16458,STEP no-KI,False,2018-05-15,9900.0,9493.69,10000,228526932b3cd9b27932,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10053.780911042762,0.8636348679296681,0.958958585858586,1.0155334253578547,9589.585858585859,10155.334253578547,-565.7483949926878,5.8996123850974795
20180504000958_5530,LIZARD no-KI,False,2018-05-14,9900.0,9103.65,10000,c633f93981c8e37e2a26,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10104.125581616576,0.5042577834525753,0.9195606060606061,1.020618745617836,9195.60606060606,10206.187456178359,-1010.5813955722987,10.989829152225488
20180511004252_15832,STEP no-KI,False,2018-05-14,10000.0,7033.19,10000,b3786708dca4038785b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9220.683950175133,4.333748368560587,0.7033189999999999,0.9220683950175133,7033.19,9220.683950175133,-2187.4939501751333,31.102443559396715
20180531000741_551,STEP KI,False,2018-06-08,10000.0,8904.42,10000,721f26ae5a1bfde0ec0b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10011.24419533811,3.197471582202219,0.890442,1.001124419533811,8904.42,10011.24419533811,-1106.8241953381098,12.430053786076014
20180611000278_4028,LIZARD no-KI,False,2018-06-18,10000.0,9808.0,10000,a220ceeb971a93f9141a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10093.023182679295,2.1596729967717105,0.9808,1.0093023182679295,9808.0,10093.023182679295,-285.02318267929485,2.906027555865567
20180614000389_566,LIZARD no-KI,False,2018-06-28,9900.0,9348.4,10000,1730e7877d19de3fe4ba,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9875.277675207753,3.4918758724464807,0.9442828282828283,0.9975027954755307,9442.828282828283,9975.027954755307,-532.1996719270239,5.636019802402054
20180622000167_7707,LIZARD no-KI,False,2018-06-26,9900.0,9584.04,10000,adddb807ddba0a7ecc22,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9932.115576912553,2.1609690906971597,0.9680848484848485,1.0032439976679346,9680.848484848486,10032.439976679347,-351.5914918308605,3.6318251688489593
20180625000359_829,STEP KI,False,2018-07-02,10000.0,8981.94,10000,d98f6a8275f7bc096452,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9704.648244818236,5.522929415032057,0.898194,0.9704648244818236,8981.94,9704.648244818236,-722.7082448182354,8.046237726128602
20180719000255_7747,STEP no-KI,False,2018-07-30,9920.0,9969.14,10000,bef9331c6c4fccabb3a6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10068.024700131984,1.0899015471843314,1.004953629032258,1.0149218447713693,10049.53629032258,10149.218447713693,-99.68215739111218,0.9919080294988664
20180719000297_16832,STEP no-KI,False,2018-08-02,9900.0,9199.59,10000,f1f9871baf5e5200a98a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9924.82106669559,3.3546714002110436,0.9292515151515152,1.0025071784541,9292.515151515152,10025.071784541,-732.5566330258482,7.883297698001647
20180730000153_5685,STEP no-KI,False,2018-08-10,9900.0,9353.03,10000,fa6ae5c6e5a797dab7d1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10132.642881369176,1.168509987895113,0.9447505050505051,1.0234992809463814,9447.505050505051,10234.992809463814,-787.4877589587636,8.335404477149929
20180822000097_5717,STEP no-KI,False,2018-09-06,9900.0,9457.79,10000,51000daada76c8de76d6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10003.252198645254,2.834379107643015,0.9553323232323233,1.010429515014672,9553.323232323233,10104.29515014672,-550.9719178234873,5.767332523192547
20180829000555_4102,STEP no-KI,False,2018-09-05,10000.0,9718.0,10000,ad9caceaa943074da5f6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10205.46904843404,2.7501467059978872,0.9718,1.0205469048434042,9718.0,10205.46904843404,-487.4690484340416,5.016145795781453
20180830000915_2036,STEP no-KI,False,2018-09-10,10000.0,9047.78,10000,6ec31b51a2c1f28327c1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9885.031899373513,4.255369781460631,0.9047780000000001,0.9885031899373513,9047.78,9885.031899373513,-837.2518993735123,9.253672164591892
20180905000123_736,LIZARD no-KI,False,2018-09-20,9900.0,9446.66,10000,3234573b92256a85f544,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9970.685331607803,2.577507152284866,0.9542080808080808,1.0071399324856367,9542.08080808081,10071.399324856367,-529.3185167755587,5.547202202765879
20180906000245_2038,STEP no-KI,False,2018-09-17,10000.0,9021.74,10000,11f94768875225bd963b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10011.35096355466,3.5761784188828805,0.902174,1.001135096355466,9021.74,10011.35096355466,-989.6109635546591,10.969180707431816
20180910000167_2495,STEP no-KI,False,2018-09-14,10000.0,8964.48,10000,3721cfc7545f9bc93e94,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10077.579648572015,4.49037347397227,0.8964479999999999,1.0077579648572015,8964.48,10077.579648572015,-1113.0996485720157,12.416778759861318
20180918000079_2040,STEP no-KI,False,2018-09-28,10000.0,8979.34,10000,cdde89011f5a0e122336,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10028.15829471262,3.4801141811303715,0.897934,1.0028158294712621,8979.34,10028.15829471262,-1048.8182947126213,11.680349499101506
20181004000602_17148,STEP no-KI,False,2018-10-18,9900.0,9172.89,10000,ccae71476f85e9972d84,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9599.424867431733,5.125000093416535,0.9265545454545454,0.9696388754981549,9265.545454545454,9696.388754981548,-430.8433004360945,4.649950750872774
20181010000080_1963,STEP KI,False,2018-10-12,10000.0,9263.52,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1,40000,3,120000,9760.909371573036,4.266353488258238,0.9263520000000001,0.9760909371573036,9263.52,9760.909371573036,-497.38937157303485,5.369334460043643
20181010000080_1964,STEP KI,False,2018-10-12,10000.0,8732.57,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1,40000,3,120000,9942.228368612916,5.01418987054184,0.873257,0.9942228368612915,8732.57,9942.228368612916,-1209.6583686129159,13.852260773322357
20181011000140_800,LIZARD no-KI,False,2018-10-22,9900.0,9522.82,10000,b24e04f2c3933dbb2d6e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10004.257859014619,2.190892427310525,0.96190101010101,1.0105310968701635,9619.0101010101,10105.310968701635,-486.3008676915348,5.055622798862306
20181011000312_2048,STEP no-KI,False,2018-10-22,10000.0,9082.8,10000,85176b4d9c22ab9aa243,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9735.12771280625,5.306605568232345,0.90828,0.973512771280625,9082.8,9735.12771280625,-652.3277128062499,7.182011194854559
20181012000312_17176,STEP no-KI,False,2018-10-23,9900.0,9429.13,10000,496d62d87d6e312ccd34,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9511.444375029869,5.582286940258686,0.9524373737373737,0.9607519570737241,9524.373737373737,9607.51957073724,-83.14583336350378,0.8729795328929473
20181015000329_2500,STEP no-KI,False,2018-10-19,10000.0,9007.98,10000,8d79986d94a17287b263,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9739.484146051072,5.936591432655815,0.900798,0.9739484146051073,9007.98,9739.484146051072,-731.5041460510729,8.120623558789795
20181018000104_2051,STEP no-KI,False,2018-10-29,10000.0,9154.99,10000,a1dcafa6179f75990e0a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9349.739623456851,6.751305928335022,0.915499,0.9349739623456852,9154.99,9349.739623456851,-194.74962345685242,2.127251077902351
20181018000326_17205,STEP no-KI,False,2018-10-29,9900.0,9420.92,10000,a27ff436f731446ffe15,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9430.926239821463,5.166527241281435,0.9516080808080808,0.9526188121031781,9516.080808080807,9526.18812103178,-10.107312950973224,0.10621297942731169
20181029000257_2508,STEP no-KI,False,2018-11-02,10000.0,9215.27,10000,69ab7713cd9852ea297b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9550.300563226901,5.409550025574535,0.9215270000000001,0.9550300563226901,9215.27,9550.300563226901,-335.03056322690014,3.6356022474317102
20181031000357_4155,STEP no-KI,False,2018-11-07,10000.0,10086.0,10000,a515dcdbf08049e2c1be,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9927.172662040744,3.573598827205173,1.0086,0.9927172662040744,10086.0,9927.172662040744,158.8273379592553,1.5747306956103042
20181102000084_17269,STEP no-KI,False,2018-11-14,9900.0,9527.16,10000,99df7425f52ed07356f9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9826.067562563336,3.8351637653483794,0.9623393939393939,0.9925320770265996,9623.39393939394,9925.320770265997,-301.9268308720568,3.1374256605676436
20181112000353_16615,LIZARD no-KI,False,2018-11-13,10000.0,8424.88,10000,cde9789cd141d39296dd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9590.976583932397,4.030281955954067,0.8424879999999999,0.9590976583932397,8424.88,9590.976583932397,-1166.0965839323978,13.84110615145139
20181120000292_2518,STEP no-KI,False,2018-11-23,10000.0,8983.61,10000,3cce3c07d2d0afaa5837,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9640.736950391698,6.408477118302034,0.8983610000000001,0.9640736950391698,8983.61,9640.736950391698,-657.1269503916976,7.314731498714854
20181121000210_4169,STEP no-KI,False,2018-11-28,10000.0,9786.0,10000,e139419609373dfdaef2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9997.762072381125,4.448645506544937,0.9786,0.9997762072381126,9786.0,9997.762072381125,-211.76207238112534,2.1639288001341237
20181128000315_1968,STEP no-KI,False,2018-12-05,10000.0,8923.83,10000,a111f8b447c35586a519,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9890.44328880767,4.221209771563208,0.892383,0.989044328880767,8923.83,9890.44328880767,-966.6132888076695,10.831820964851072
20181128000556_1969,STEP no-KI,False,2018-12-07,10000.0,9091.16,10000,9c815246ae3d7d7f1440,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9603.275374532004,5.059857989542885,0.909116,0.9603275374532004,9091.16,9603.275374532004,-512.1153745320039,5.633113645915416
20181206000100_5892,STEP no-KI,False,2018-12-20,9900.0,9373.12,10000,d597d1443f3f5b7c58b2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9630.158250524362,5.044474832395764,0.946779797979798,0.9727432576287235,9467.79797979798,9727.432576287234,-259.63459648925436,2.742291259733811
20181206000182_2063,STEP no-KI,False,2018-12-17,10000.0,9114.35,10000,078914a23824c57a907f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9863.788512634346,4.6729160901083775,0.911435,0.9863788512634346,9114.35,9863.788512634346,-749.4385126343461,8.222621609158592
20181210000177_2526,STEP no-KI,False,2018-12-14,10000.0,8902.16,10000,a9856ef67a98432a3e53,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9721.969206399246,6.014536772531957,0.890216,0.9721969206399246,8902.16,9721.969206399246,-819.8092063992457,9.209104379153437
20181213000085_892,STEP KI,False,2018-12-21,10000.0,9349.06,10000,240af21c5098d373bc81,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9310.037787036666,6.324574262384041,0.9349059999999999,0.9310037787036667,9349.06,9310.037787036666,39.022212963332194,0.4173918336531394
20181217000176_1971,STEP KI,False,2018-12-19,10000.0,8930.76,10000,4330b0be3cca8785bff6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9475.121412788656,5.918151660786148,0.893076,0.9475121412788656,8930.76,9475.121412788656,-544.3614127886565,6.095353730126623
20181217000176_1972,STEP KI,False,2018-12-19,10000.0,9392.94,10000,4330b0be3cca8785bff6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9780.286416720288,4.145381921275938,0.9392940000000001,0.9780286416720287,9392.94,9780.286416720288,-387.3464167202867,4.1238038007299815
20181219000302_4188,STEP no-KI,False,2018-12-28,10000.0,9824.0,10000,fd68c8edf09b1b114006,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9916.98186094654,5.316377710646228,0.9824,0.991698186094654,9824.0,9916.98186094654,-92.98186094653937,0.9464765975828519
20181228000569_908,STEP KI,False,2018-12-31,10000.0,9396.64,10000,d304337bbd5d8557a151,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9733.67753400413,4.210300059330886,0.9396639999999999,0.9733677534004129,9396.64,9733.67753400413,-337.03753400412984,3.586787766735023
20190114000391_7711,LIZARD KI,False,2019-01-18,10000.0,10090.0,10000,00f96976afac260b9a1e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10132.08674787301,1.9810087636289924,1.009,1.013208674787301,10089.999999999998,10132.08674787301,-42.08674787301136,0.41711345761160923
20190116000323_4206,STEP no-KI,False,2019-01-23,10000.0,9888.0,10000,c3fa45856f7f42f4db3b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10084.904108687377,2.099513579678439,0.9888,1.0084904108687376,9888.0,10084.904108687377,-196.90410868737573,1.9913441412558224
20190211000369_7750,LIZARD no-KI,False,2019-02-14,10000.0,9958.0,10000,f4583d148fc4605b6519,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10064.285562132573,1.9908850224905024,0.9958,1.0064285562132573,9958.0,10064.285562132573,-106.28556213257312,1.06733844278543
20190212000293_263,STEP KI,False,2019-02-18,10000.0,9580.615,10000,3bfc1837ba1dc513b800,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10301.123038626172,1.740532662012903,0.9580615,1.0301123038626172,9580.615,10301.123038626172,-720.5080386261719,7.520477950801404
20190227000141_978,STEP KI,False,2019-03-08,10000.0,9256.97,10000,5d6ad3543e29afcd6026,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10049.134397525859,2.8970162753770823,0.9256969999999999,1.0049134397525858,9256.97,10049.134397525859,-792.1643975258596,8.557491247415298
20190325000642_7850,LIZARD KI,False,2019-03-29,10000.0,9653.85,10000,4440d928c937e587742c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10145.487462744228,1.3948761314422793,0.965385,1.0145487462744227,9653.85,10145.487462744228,-491.6374627442266,5.092656947686431
20190326000977_1091,STEP no-KI,False,2019-04-08,9900.0,9269.82,10000,317a2c0aa3d282c71175,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10038.150189319329,1.8372160410735803,0.9363454545454545,1.01395456457771,9363.454545454544,10139.5456457771,-776.0911003225546,8.288512498833086
20190409001663_7882,LIZARD KI,False,2019-04-12,10000.0,9558.2,10000,52f5ff89b47a1c84112f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10081.522763657498,1.3685603975643017,0.9558200000000001,1.0081522763657498,9558.2,10081.522763657498,-523.3227636574966,5.475118365984145
20190410001205_17883,STEP no-KI,False,2019-04-23,9920.0,8987.35,10000,971708ad1d85fff3506e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10051.414525625236,2.5626589863486773,0.9059828629032258,1.013247432018673,9059.828629032258,10132.474320186731,-1072.6456911544724,11.839580361566385
20190424000192_6091,LIZARD no-KI,False,2019-05-09,9900.0,8990.27,10000,d8dbcd2a5313e78fc4da,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9646.104725726806,4.782004468088745,0.9081080808080808,0.9743540126996774,9081.080808080807,9743.540126996773,-662.4593189159656,7.294939147843234
20190430001134_4287,STEP no-KI,False,2019-05-08,10000.0,9455.0,10000,031fc739025529b6abc2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,8864.932380924784,7.822101171437235,0.9455,0.8864932380924784,9455.0,8864.932380924784,590.0676190752163,6.240799778690812
20190503000337_2573,STEP no-KI,False,2019-05-10,10000.0,9049.81,10000,5a8772490ec5ddd35455,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9149.500699122693,7.655243134252442,0.9049809999999999,0.9149500699122692,9049.81,9149.500699122693,-99.69069912269313,1.101577813486616
20190521000288_6157,STEP no-KI,True,2019-05-31,9850.0,9099.54,10000,d1e87cb038ee82f3ba2b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9560.346811546848,5.166481491439337,0.9238111675126904,0.970593584928614,9238.111675126904,9705.935849286141,-467.82417415923595,5.064067101708958
20190521000375_8070,STEP KI,False,2019-05-24,10000.0,9879.16,10000,3d44b36c6ac8866f046e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9598.728647394935,5.53713242674294,0.987916,0.9598728647394935,9879.16,9598.728647394935,280.431352605065,2.838615353988244
20190523000068_1218,STEP KI,False,2019-05-31,10000.0,9034.8,10000,d1e87cb038ee82f3ba2b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9535.122649575318,5.900050297222385,0.90348,0.9535122649575318,9034.8,9535.122649575318,-500.3226495753188,5.537728002560309
20190528000219_1235,LIZARD no-KI,False,2019-06-10,9850.0,8734.2,10000,547daca8e902850e2f3e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9850.14101854074,4.270917128129571,0.8867208121827412,1.0000143166031208,8867.208121827412,10000.143166031208,-1132.9350442037955,12.776682678902915
20190528000332_8080,LIZARD no-KI,False,2019-05-31,10000.0,9973.0,10000,f70f5ecdba25a25559ae,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9848.56764831605,3.5229194992345936,0.9973,0.984856764831605,9973.0,9848.56764831605,124.43235168394962,1.2476922860117279
